"updateID","updateDate","verNumber","rawFile","parentBoxFolder","sourceCode","updaterInitials","updateMetadata"
"samplesFISHINFO2016BLG.20170927","9/27/2017","1.0.0","samplesFISHINFO2016BLG_20170927.csv","summer2017",NA,"AR","6584 observations added, that included 136 new unique sampleIDs. The following sampleIDs had duplicate sampleIDs that had to be removed -- main cause was fish#'s with multiple, duplicate observations because of incorrect crew IDs. sampleIDs were: BK_FN3_20160603_1225_FN_GonadSurvey.20160623,BV_FN4_20160531_1045_FN_GonadSurvey.20160623, LV_FN7_20160531_1630_FN_GonadSurvey.20160623, LX_FNmini_20160610_1240_FN_GonadSurvey.20160623, PLM_FN4_20160615_1200_FN_GonadSurvey.20160623, UB_FN3_20160524_1445_FN_GonadSurvey.20160623"
"tableFISHINFO2016BLG.20170927","9/27/2017","1.0.0","tableFISHINFO2016BLG_20170927.csv","summer2017",NA,"AR","6301 observations added, all are unique. The difference in observations added between samples and table are because of duplicate sampleID rows deleated in samples portion of this update. Additionally, two columns were added the previous fish info table -- these are 'gonadSqueeze' and 'sexualStage_MaierScale'"
"siteFISHINFO2017BLG.20171003","10/3/2017","1.0.0","siteFISHINFO2017BLG_20171003.csv","summer2017",NA,"AR","16471 observations added, which included 148 new, unique siteIDs"
"samplesFISHINFO2017BLG.201701003","10/3/2017","1.0.0","samplesFISHINFO2017BLG_20171003.csv","summer2017",NA,"AR","16471 observations added, which included 255 new, unique sampleIDs. No errors or duplicates - woooooooooo!!"
"tableFISHINFO2017BLG.20171003","10/3/2017","1.0.0","tableFISHINFO2017BLG_20171003.csv","summer2017",NA,"AR","16471 unique observations were added to the database."
"bugFixes.20171217","12/20/2017","1.0.0","samplesMissingBugSamples.csv","bugFixes_20171220",NA,"AR","27 new sampleIDs were added for site/basin/day where no bugs were caught and where no entry previously existed. For complete details, see updateID read.me document 'updateIDNotes_bugFixes.20171217.docx'"
"bugFixes.20171217","12/20/2017","1.0.0","updatedBENTHIC_INVERTS.csv","bugFixes_20171220",NA,"AR","A number of changes made relating to projectID reallocation, sampleID changes, and metadataID changes - see read.me document in Box 'updateIDNotes_bugFixes.20171217.docx"
"sitesBenthicInverts.20180212","2/15/2018","1.0.0","siteLongBugs2016_20180215.csv","summer2017",NA,"AR","No new unique sites were added to SITES table"
"samplesBenthicInverts.20180212","2/15/2018","1.0.0","sampleLongBugs2016_20180215.csv","summer2017",NA,"AR","A total of 242 unique sampleIDs were added to the samples table (10611 observations in this update in total -- each observation refering to an individual bug)"
"tableBenthicInverts.20180212","2/16/2018","1.0.0","tableLongBugs2016_20180215","summer2017",NA,"AR","10611 unique observations were added to the table from 2016 sampling. A number of changes made to existing table. 1) dateSample and dateTimeSample were both in form of yy-mm-dd: dateSample changed to yyyy-mm-dd, and dateTimeSample changed to yyyy-mm-dd hh:mm (hh:mm always 00:00); invertID for all previous entries was updated so that each observation from a given sampleID received a sequential number (analogoous to fishID). All of these changes can be found in R script in archived version of this database 'fixingBenthicInverts_summer2017Update.R'"
"tableFishDiets.20180212","2/16/2018","1.0.0","tableFishDietsLong2016_20180215.csv","summer2017",NA,"AR","605 unique observations were added to the fish diets table (now 4739 observations in table). fishIDs on 66 individuals had to be changed because the fishID had dateTimeSet in fishID rather than dateTimeSample. Had to manually find each sampleID to get correct time"
"otoUpdate2018.20180216","2/16/2018","1.0.0","tableFishOtoTable_BLG_20180215.csv","summer2017",NA,"AR","4589 unique observations were added to the fish otoliths table from 2016 and 2017 bluegill survey fish"
"otoUpdate2018.20180216","2/16/2018","1.0.0","tableLongOtosDB_20180215.csv","summer2017",NA,"AR","3073 unique observations were added to the fish otoliths table from Long Lake from 2013 - present.  fishIDs on 68 individuals had to be changed because the fishID in fish_otolith table did not match a fishID in fish_info table. In most cases the dateTimeSample portion within the sampleID/fishID was wrong"
"otoUpdate2018.20180216","2/16/2018","1.0.0","tableNikkiOtoData_20180215.csv","summer2017",NA,"AR","2349 unique observations were added to the fish otolith table from Nikki Craig's bluegill survey. fishIDs on 248 individuals had to be changed because the fishID in fish_otolith table did not match a fishID in fish_info table. In all cases it was because there siteID portion of the fishID had an extra instance of alakeID in the total fishID"
"siteLongFish2017","3/12/2018","1.0.0","siteLongFish2017.csv","summer2017",NA,"AR","Entry combined with siteMonitoringFish2017. 2732 observations added, of which 43 new, unique siteIDs were added (all from Monitoring)"
"siteMonitoringFish.2017","3/12/2018","1.0.0","siteMonitoringFish_2017.csv","summer2017",NA,"AR","Entry combined with siteLongFish2017. 2732 observations added, of which 43 new, unique siteIDs were added (all from Monitoring)"
"sampleLongFish.2017","3/12/2018","1.0.0","sampleLongFish2017.csv","summer2017",NA,"AR","Entry combined with sampleMonitoringFish.2017. 2732 observations were added, of which all were new and unique fishIDs. A total of 681 new sampleIDs were added to the fish samples tables, making a grand total of 7045 sampledIDs"
"sampleMonitoringFish.2017","3/12/2018","1.0.0","sampleMonitoringFish_2017.csv","summer2017",NA,"AR","Entry combined with sampleLongFish.2017. 2732 observations were added, of which all were new and unique fishIDs. A total of 681 new sampleIDs were added to the fish samples tables, making a grand total of 7045 sampledIDs. Date format was fixed to yyyy-mm-dd from previous table"
"tableLongFish.2017","3/12/2018","1.0.0","tableLongFish2017.csv","summer2017",NA,"AR","Entry combined with tableMonitoringFish.2017. A total 2522 new observations were added to the fish_info table (discrepency between SAMPLES and INFO table is due to NFCs)"
"tableMonitoringFish.2017","3/12/2018","1.0.0","tableMonitoringFish_2017.csv","summer2017",NA,"AR","Entry combined with tableLongFish.2017. A total 2522 new observations were added to the fish_info table (discrepency between SAMPLES and INFO table is due to NFCs)"
"*See box folder for files","3/16/2018","1.0.0","fishInf_Oto_Fix_20180316","*See box folder for files",NA,"AR","Multiple changes were made. More details can be found in box folder, however major changes: 1) 15 fish otoliths had the wrong fishIDs associated with them - of these 13 were fixed, and two were removed. 2) AnnulusNumber column for Long Lake otoliths had NAs instead of proper annulusNumber observations. Now all fixed. 3) Fish info table had species 'no_fish_caught', 'NFC', and ''. These have been removed from the database. All removed or altered data can be found in spreadsheets within the folder"
"siteChlorophyll.20180514","5/14/2018","1.1.0","siteChlorophyll_20180514.csv","summer2017",NA,"KS","No new unique sites were added to SITES table. Removed incorrect lakeID of 'HO'. Total is 1178."
"sampleChlorophyll.20180514","5/14/2018","1.1.0","sampleChlorophyll_20180514.csv","summer2017",NA,"KS","Added 152 unique sampleIDs. Removed a large number of duplicate sampleIDs to bring table total to 25461."
"tableChlorophyll.20180514","5/14/2018","1.1.0","tableChlorophyll_20180514.csv","summer2017",NA,"KS","Added 292 observations. Edited typos in old sampleIDs and lakeIDs. Table total is 2908."
"siteDOC.20180516","5/16/2018","1.1.0","siteDOC_20180516.csv","summer2017",NA,"KS","Added no new observations. Added GPS for MO inlets."
"sampleDOC.20180516","5/16/2018","1.1.0","sampleDOC_20180516.csv","summer2017",NA,"KS","Added 82 unique sampleIDs and removed some duplicates. Table total is 25543."
"tableDOC.20180516","5/16/2018","1.1.0","tableDOC_20180516.csv","summer2017",NA,"KS","Added 455 new observations. Table total is 4317."
"lakes.20180517","5/17/2018","1.1.0","lakes_20180517.csv","summer2017",NA,"KS","Added MU lakeID and WBIC column."
"lakebath.20180517","5/17/2018","1.1.0","bathymetry_20180517.csv","summer2017",NA,"KS","added rows for Ward and Tenderfoot lakes. "
"siteColor.20180517","5/17/2018","1.1.0","siteColor_20180517.csv","summer2017",NA,"KS","No new unique sites added."
"sampleColor.20180517","5/17/2018","1.1.0","sampleColor_20180517.csv","summer2017",NA,"KS","100 unique sampleIDs added for table total of 25644."
"tableColor.20180517","5/17/2018","1.1.0","tableColor_20180517.csv","summer2017",NA,"KS","221 new observations added for table total of 2076."
"sitePOC.20180518","5/18/2018","1.1.0","sitePOC_20180518.csv","summer2017",NA,"KS","No new unique sites added."
"samplePOC.20180518","5/18/2018","1.1.0","samplePOC_20180518.csv","summer2017",NA,"KS","15 unique sampleIDs added for table total of 25659."
"tablePOC.20180518","5/18/2018","1.1.0","tablePOC_20180518.csv","summer2017",NA,"KS","209 observations added. Table total is 1786."
"siteStaffGauges.20180518","5/18/2018","1.1.0","siteStaffGauges_20180518.csv","summer2017",NA,"KS","No new unique sites added."
"sampleStaffGauges.20180518","5/18/2018","1.1.0","sampleStaffGauges_20180518.csv","summer2017",NA,"KS","Added 69 unique sampleIDs for table total of 25728."
"tableStaffGauges.20180518","5/18/2018","1.1.0","tableStaffGauges_20180518.csv","summer2017",NA,"KS","Added 69 new observations for table total of 641."
"tableZoopsAbund.20180518","5/18/2018","1.1.0","tableZoopsAbund_20180518.csv","summer2017",NA,"KS","Corrected biomass values for 2014 and abundance values for 2015. "
"siteLimnoProfiles.20180518","5/18/2018","1.1.0","siteLimno_20180518.csv","summer2017",NA,"KS","No new siteIDs added."
"sampleLimnoProfiles.20180518","5/18/2018","1.1.0","sampleLimno_20180518.csv","summer2017",NA,"KS","1671 new sampleIDs added. Table total 27399."
"tableLimnoProfiles.20180518","5/18/2018","1.1.0","tableLimno_20180518.csv","summer2017",NA,"KS","1673 new observations added for table total of 17809."
"siteGC.20180518","5/18/2018","1.1.0","siteGC_20180518.csv","summer2017",NA,"KS","added one new site for table total 1179."
"sampleGC.20180518","5/18/2018","1.1.0","sampleGC_20180518.csv","summer2017",NA,"KS","363 unique sampleIDs added for table total 27762."
"tableGC.20180518","5/18/2018","1.1.0","tableGC_20180518.csv","summer2017",NA,"KS","2459 new observations added from 2016. table total is 11283."
"siteNutrients.20180521","5/21/2018","1.1.0","siteNutrients_20180521.csv","summer2017",NA,"KS","No new siteIDs added."
"sampleNutrients.20180521","5/21/2018","1.1.0","sampleNutrients_20180521.csv","summer2017",NA,"KS","129 new sampleIDs added. 2017 and missing samples from 2013-2016 added in this batch. Some duplicates deleted. Table total is 27888."
"tableNutrients.20180521","5/21/2018","1.1.0","tableNutrients_20180521.csv","summer2017",NA,"KS","2440 new observations added. Table total is 9639."
"metadata.20180522","5/22/2018","1.1.0","metadata_20180522.csv","summer2017",NA,"KS","Added new 'filePath' column to indicate location of metadata file. Added Rhodamine.20130613 metadata."
"units.20180522","5/22/2018","1.1.0","units_20180522.csv","summer2017",NA,"KS","removed info for CH4, DIC, and PCO2 tables that were removed last year. Updated and corrected info for current tables. "
NA,"11/20/2018","1.2.0","SAMPLES_fix.csv","fall2018_dbFixes",NA,"AR","completely updated SAMPLES table. 119 sampleIDs from previous BENTHIC_INVERTS were duplicate or just wrong so these were removed"
"bugFix.20181018","11/20/2018","3.3.0","BENTHIC_INVERTS_fix.csv","fall2018_dbFixes",NA,"AR","For full changes see R Script 'bugTableFix.20181018.R in same Box folder inicated in this row. Main changes include: making sure that normal Long Lk bug samples follow structure of depths 1,3,8m with replicates of 4,4,2 respectively (ie. 4 siteIDs per basin at 1m sites...2 siteIDs per basin at 8m sites); cleaning up duplicate samples between crazy.Chiro and normal Long LK data; Re-calculate all biomass observations for all bugs. Re-calculated all because methodology used before was not consistent and 2016 values were not calculated. Used body length for all biomass calculations when body length was available, but would use head width coeficients if body length was not available (checks were done - strong corelation between 2 (r>0.75)); taxa column was re-arranged so that whatever the highest level of organismal classifcation that was matched in the DRY_MASS_EQUATION table was used for purposes of calculating dry mass -- community information still preserved through other classification columns; 267 observations were removed from existing table due to duplication or error"
"siteBenthicInverts.20181114","11/20/2018","1.2.0","siteBenthicInverts)20181114","fall2018_dbFixes",NA,"AR","4 new sites were added. Far East 'FE' bug sites E, N, S, SE are the new 'east' Long Lake bug sites now that the new curtain was installed"
"samplesBenthicInverts.20181114","11/20/2018","1.2.0","samplesBenthicInverts.20181114","fall2018_dbFixes",NA,"AR","2017 and 2018 bug SampleIDs were added to the database (n=310 unique sampleIDs)"
"tableBenthicInverts.20181114","11/20/2018","1.2.0","tableBenthicInverts.20181114","fall2018_dbFixes",NA,"AR","6030 new entries from 2017 and 2018 were added to the database. CAUTION - numbers for 2018 seem to be somewhat low<U+0080>only ~2000 observations in 2018 compared to ~4000 in 2017. Things to consider; crew wasn't getting 'good' eckman dredges, pickers weren't doing a great job, or numbers are actually down.. hard to say. Another important caution -- Long lake samples follow 4/4/2 structure at 1,3,8m sites EXCEPT for dates 2017-06-05 and 2018-06-25, where for 2017-06-05... EL: at 1m, n=3 (missing the EL-E site), and at 3m n=1 (missing data from EL-E, N, SE). 8m sites are fine; where for 2018-06-25...samples from SW3 and NW3 were mislabelled so are missing data, not zerosWL: at 1m, n=3 (missing the WL-NW site), and at 3m n=3 (missing data from WL-SW). 8m sites are fine"
"zoopMonitoringFix.2018","11/20/2018","1.2.0","sampleZoopSubsample.20181120.csv","fall2018_dbFixes",NA,"AR","71 new unique sampleIDs were added to the database for projectIDs 16 and 17. This includes Patrick's 2013/14 DVM survey as well as UNDERC monitoring "
NA,"11/21/2018","1.2.0","ZOOPS_ABUND_BIOMASS.csv","fall2018_dbFixes",NA,"AR","full zooplankton abundance/biomass table was replaced. Full script detailing changes from database version 'Apple Piez(ometer)' to the subsequent version can be found in script 'zoop_AbunBiomass_fix.R' that is in the same parent folder as the files. Main reason for changes were to standardize abundance #s (2 different scripts were used that calculated slightly different numbers in past versions), fixed many incorrect sampleIDs and inconsistent secondaryKeys between subsample and counts/lengths tables, add biomass for a number of observations for where it previously wasn't there"
NA,"11/21/2018","1.2.0","ZOOPS_SUBSAMPLES.csv","fall2018_dbFixes",NA,"AR","full zooplankton subsample table was replaced. Full script detailing changes from database version 'Apple Piez(ometer)' to the subsequent version can be found in script 'zoop_AbunBiomass_fix.R' that is in the same parent folder as the files. Main reason for changes were to standardize abundance #s (2 different scripts were used that calculated slightly different numbers in past versions), fixed many incorrect sampleIDs and inconsistent secondaryKeys between subsample and counts/lengths tables, add biomass for a number of observations for where it previously wasn't there"
NA,"11/21/2018","1.2.0","ZOOPS_LENGTHS.csv","fall2018_dbFixes",NA,"AR","full zooplankton subsample table was replaced. Full script detailing changes from database version 'Apple Piez(ometer)' to the subsequent version can be found in script 'zoop_AbunBiomass_fix.R' that is in the same parent folder as the files. Main reason for changes were to standardize abundance #s (2 different scripts were used that calculated slightly different numbers in past versions), fixed many incorrect sampleIDs and inconsistent secondaryKeys between subsample and counts/lengths tables, add biomass for a number of observations for where it previously wasn't there"
"zoopMonitoringFix.2018","11/21/2018","1.2.0","tableZoopsSubsample.20181120.csv","fall2018_dbFixes",NA,"AR","117 new subsample observations were added for project 16 and 17. Number is mismatched to the amount of new samples because for certain entries the sample portion was already in database but the subsample was wrong or not around"
"fishScapes2018.20190124","1/24/2019","2.0.0","siteFishScapesAngleShockDat_20190124.csv","summer2018",NA,"AR","16 new site IDs were added from the angling and electroshocking sampling from the FishScapes Project 2018 field campaign"
"fishScapes2018.20190124","1/24/2019","2.0.0","samplesFishScapesAngleShockDat_20190124.csv","summer2018",NA,"AR","383 new sampleIDs were added to the FISH_SAMPLES table; total fish sampleIDs is now 7428. Important note, there are repeated sampleIDs for angling data because crew information was kept independently for each angler"
"fishScapes2018.20190124","1/24/2019","2.0.0","tableFishScapesAngleShockDat_20190124.csv","summer2018",NA,"AR","7579 new fishIDs were added to the FISH_INFO tablel total fishIDs is now 68765. These fish were sampled by rod and reel and electrofishing for FishScapes survey lakes and Camp Lake hyperstability experiment"
"zoopBacklog2015to2017_20190124","1/24/2019","2.0.0","siteZoopBacklog_complete_20190124","summer2018",NA,"AR","1 new site added, which is the FE DeepHole"
"zoopBacklog2015to2017_20190124","1/24/2019","2.0.0","samplesZoopBacklog_complete_20190124","summer2018",NA,"AR","199 unique sampleIDs were added to the SAMPLES table; which now has 28374 samples. These samples were backlogged Long lake and monitoring samples between 2015 to 2017, with a few 2018 samples. Note differences in metadata for this zooplankton batch"
"zoopBacklog2015to2017_20190124","1/24/2019","2.0.0","tableZoop_AbundBiomass.20190110.csv","summer2018",NA,"AR","979 new rows were added that relate to counts for zooplankton. Table now has 2413 observations.Note differences in metadata for this zooplankton batch"
"zoopBacklog2015to2017_20190124","1/24/2019","2.0.0","tableZoopMeasurements_20190110.csv","summer2018",NA,"AR","13004 new measurements were made on backlogged data. The ZOOPS_LENGTHS table now has 39116 observations in it. Note differences in metadata for this zooplankton batch"
"zoopBacklog2015to2017_20190124","1/24/2019","2.0.0","tableZoopSubSample_20190110.csv","summer2018",NA,"AR","161 new subsample observations were added to the table, resulting in a total of 978 total observations. VERY IMPORTANT - subsampling was done diferently for this batch, which is detailed in the metadata. For the most part, whole samples were counted."
"lakeIDs_2018","1/24/2019","2.0.0","newLakeIDs_2018","summer2018",NA,"AR","Added 33 new lakes into the database from the FishScapes project, which results in 170 unique lakes in our database"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","siteCreelData_ALL_20190124.csv","summer2018",NA,"AR","Addition of creel data to the database. 27 new unique siteIDs were added to the database, there are now 1227 unique site IDs"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","sampleCreelData_ALL_20190124.csv","summer2018",NA,"AR","Creation of new table 'CREEL_SAMPLES', with 206 unique sampleIDs from summer 2018"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","tableCreelInterview_20190124","summer2018",NA,"AR","Creation of new table 'CREEL_INTERVIEW', that contains 140 unique entries. Table includes information of how people make decisions of where to fish"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","tablePointTrailerCount_20190124","summer2018",NA,"AR","Creation of new table 'CREEL_POINT_TRAILERCOUNT', that contains 944 unique entries. Table is linked to CREEL_SAMPLES through CREEL_INSTANTANEOUS_JUNCTION_TABLE, and indicates how many vehicles and trailers are present at a boat launch at a given time point"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","tablePointBoatCount_20190124","summer2018",NA,"AR","Creation of new table 'CREEL_POINT_BOATCOUNT', that contains 476 unique entries. Table is linked to CREEL_SAMPLES through CREEL_INSTANTANEOUS_JUNCTION_TABLE, and indicates what type of vessel is on the water, whether they are fishing, and whether theyre a resident or rover"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","tableCreelFish_20190124.csv","summer2018",NA,"AR","Creation of new table 'CREEL_FISH', that contains 125 unique entries. Table is linked to CREEL_INFO as well as CREEL_SAMPLES, and has data on fish that were measured by creel crews"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","tableCreelInfo_20190124.csv","summer2018",NA,"AR","Creation of new table 'CREEL_INFO', that contains 299 unique entries. Similar to DNR 'Basic' creel survey that includes general descriptions of an angling trip out to a lake"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","junctionTable_instCounts_20190124.csv","summer2018",NA,"AR","Creation of new table 'CREEL_INSTANTANEOUS_JUNCTION_TABLE', that contains 828 unique entries. This table is needed to link the CREEL_SAMPLES table that contains creelIDs to CREEL_POINT_... tables through boatIDs and trailerIDs"
"originalCreelUpdate_20190125","1/25/2019","2.0.0","units_creelUpdate.csv","summer2018",NA,"AR","Addition of 187 unique new entries into the UNITS table. 176 entries were from the new creel tables, and the remaining were from the addition of the FISH_YOY table"
"zieglerYOYmortality_20190125","1/25/2019","2.0.0","siteFishZieglerYOY_20190125","summer2018",NA,"AR","Addition of 764 unique siteIDs from work done by Jake Ziegler on his LMB juvenile mortality surveys within Vilas County. The SITES table now has 1991 unique observations"
"zieglerYOYmortality_20190125","1/25/2019","2.0.0","sampleFishZieglerYOY_20190125","summer2018",NA,"AR","Addition of 4411 unique sampleIDs assocaited with Ziegler FISH_YOY table, which gives the FISH_SAMPLES table a total of 11839 observations now"
"zieglerYOYmortality_20190125","3/6/2019","2.1.0","sampleFishZieglerYOY_20190125","summer2018",NA,"AR","MetadataID was improperly dragged down which resulated in thousands of 'unique' metadataIDs<c9>all changed back to the original metadataID"
"originalCreelUpdate_20190125","3/6/2019","2.1.0","sampleCreelData_ALL_20190124.csv","summer2018",NA,"AR","Changes were made within script dbFix_20190305.R; Creel Samples has a number of dateTimeSet and dateTimeSamples that are incorrect (improperly dragged down), and an improper siteName/siteID (details can be found in R Script)"
"fishScapes2018.20190305","3/6/2019","2.1.0","sampleFishScapes_angleShockDat_20190305","summer2018",NA,"AR","When FishScapes sampleIDs were initially put in, they were in a format that maintained anglerID in sampleID column, which caused duplicated sampleIDs; all observations changed back to normal db syntax"
"fishScapes2018.20190305","3/6/2019","2.1.0","tableFishScapes_angleShockDat_20190305","summer2018",NA,"AR","When FishScapes sampleIDs were initially put in, they were in the wrong format; other columns also added into the database - caughtBy (for anglerID/indv. CPUE purposes), stomachRemoved, gillArchRemoved, and pectoralFinRemoved."
"zoopFix_20190307","3/6/2019","2.1.0","samplesZoopFix_ALL","summer2018",NA,"AR","Wiped all samples associated with updateID 'samplesZoopFix_ALL' out of SAMPLES table. Some metadataIDs were messing up sampleIDs<c9>easier to start over. Errors were corrected, and sampleIDs from zoop abund_biomass, subsamples, and measrements were binded together in one table -- there re 11825 observations in total, of which 184 sampleIDs are unique"
"zoopFix_20190307","3/6/2019","2.1.0","tableZoop_AbundBiomass.201900305.csv","summer2018",NA,"AR","1060 unique new entries were put into the abundance table from sampling between 2015-2018. "
"zoopFix_20190307","3/6/2019","2.1.0","tableZoopMeasurements_2015_2018","summer2018",NA,"AR","10562 new measurement observations were added to the database; now 36674 overall"
"zoopFix_20190307","3/6/2019","2.1.0","tableZoopSubsamples_2015_2018","summer2018",NA,"AR","175 new subsample observartions were added to the database; now 992 observations all together"
"siteStaffGauges.20190326","3/26/2019","2.2.0","siteStaffGauges_20190326.csv","summer2018",NA,"KS","2 new sites added for FE; 1993 table total"
"sampleStaffGauges.20190326","3/26/2019","2.2.0","sampleStaffGauges_20190326.csv","summer2018",NA,"KS","89 unique sampleIDs added for table total of 28448. edited a typo to correct the 'bugFix.20181018' updateID"
"tableStaffGauges.20190326","3/26/2019","2.2.0","tableStaffGauges_20190326.csv","summer2018",NA,"KS","89 observations added for table total of 730. Edited a couple typos with unit conversion for MO_Inlet2, changed sampleID for 2017 to reflect correct sampling ,metadataID, corrected projectIDs for 2017"
"siteColor.20190326","3/26/2019","2.2.0","siteColor_20190326.csv","summer2018",NA,"KS","19 siteIDs were added; 2012 table total."
"sampleColor.20190326","3/26/2019","2.2.0","sampleColor_20190326.csv","summer2018",NA,"KS","319 unique sampleIDs added; removed one old sampleID not associated with data; table total 28766"
"tableColor.20190326","3/26/2019","2.2.0","tableColor_20190326.csv","summer2018",NA,"KS","320 observations were added; table total 2396"
"siteLimnoProfiles.20190326","3/26/2019","2.2.0","siteLimnoProfiles_20190326.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleLimnoProfiles.20190326","3/26/2019","2.2.0","sampleLimnoProfiles_20190326.csv","summer2018",NA,"KS","added 2367 new sampleIDs, added one sampleID missing from limno_profiles table for total of 31134"
"tableLimnoProfiles.20190326","3/26/2019","2.2.0","tableLimnoProfiles_20190326.csv","summer2018",NA,"KS","added 2373 observations; table total is 20182. added one missing updateID from 2016 data"
"sitePiezoLake.20190326","3/26/2019","2.2.0","sitePiezoLake_20190326.csv","summer2018",NA,"KS","12 new siteIDs added; table total 2024"
"samplePiezoLake.20190326","3/26/2019","2.2.0","samplePiezoLake_20190326.csv","summer2018",NA,"KS","297 sampleIDs added; table total 31431"
"tablePiezoLake.20190326","3/26/2019","2.2.0","tablePiezoLake_20190326.csv","summer2018",NA,"KS","297 new observations; removed 13 'Dock' site observations- piezometer that does not provide useful data, moved 9 upland site observations from 2017 to the PIEZOMETERS_UPLAND table. PIEZOMETERS_LAKE table total is 821, PIEZOMETERS_UPLAND table total is 110"
"piezoInstall.20190326","3/26/2019","2.2.0","piezoInstall_20190326.csv","summer2018",NA,"KS","replaced entire table. Added 'removalDate' column. Added additional piezometer sites. Table total is 49"
"lakes.20190327","3/27/2019","2.2.0","lakes_20190327.csv","summer2018",NA,"KS","Added FE, ME and removed 2016 meso lakeIDs"
"projects.2018","3/27/2019","2.2.0","projects_20190327.csv","summer2018",NA,"KS","Added projectIDs 33-40."
NA,"3/28/2019","2.2.0","nutrients_20190328.csv","summer2018",NA,"KS","fixed inconsistent nitrate parameter, fixed some incorrect projectIDs"
NA,"3/28/2019","2.2.0","doc_qc_20190328.csv","summer2018",NA,"KS","flagged and commented questionable data after QA/QC"
NA,"3/29/2019","2.2.0","chlorophyll_QC_20190329.csv","summer2018",NA,"KS","flagged and commented questionable data after QA/QC"
NA,"4/1/2019","2.2.0","nutrients_20190401.csv","summer2018",NA,"KS","flagged and commented questionable data after QA/QC, changed values for samples that were rerun."
NA,"4/2/2019","2.2.0","poc_20190402.csv","summer2018",NA,"KS","flagged and commented questionable data after QA/QC, changed values for samples that were rerun. Fixed some incorrect projectIDs"
"siteFishInfo.20190429","4/29/2019","2.3.0","siteUndercFish2018_20190401.csv","summer2018",NA,"AR","22 new unique sites were added to the sites table, new total of 2046"
"sampleFishInfo.20190429","4/29/2019","2.3.0","samplesUndercFish2018_20190401.csv","summer2018",NA,"AR","Added 2018 Long Lake and monitoring samples. 507 new unique samples, new total of 12183 samples"
"tableFishInfo.20190429","4/29/2019","2.3.0","tableUndercFish2018_20190401.csv","summer2018",NA,"AR","Added 1055 unique new fish from Long Lake and monitoring. New total 69820. "
"siteFishInfo.20190430","4/30/2019","2.3.0","siteCBishop_fishInfo_20190426.csv","summer2018",NA,"AR","Added 10 new unique siteIDs. New total of 2056 unique observations. New additions are from Chelsea Bishops DOC and bluegill morphology project"
"sampleFishInfo.20190430","4/30/2019","2.3.0","sampleCBishop_fishInfo_20190426.csv","summer2018",NA,"AR","Added 52 unique sampleIDs. New total of 12235 unique observations. New additions re from Chelsea Bishops DOC and bluegill morphology project"
"tableFishInfo.20190430","4/30/2019","2.3.0","tableCBishop_fishInfo_20190426.csv","summer2018",NA,"AR","Added 419 new unique observations. New total of 70239 fish in the FISH_INFO database. Also added a finClipCollected column into the table that was necessitated by work done on project "
"bugFix.20181018","5/1/2019","3.3.0","beNTHIC_INVERTS_fix.csv","fall2018_dbFixes",NA,"AR","When original changes were made to this updateID only the SAMPLES portion was actually updated in the database update, the 'table' portion of BENTHIC_INVERTS wasn't updated so there were NA dryMass values even though they were cleaned up. Re-ran script and added the changes to this updated version. There are still some NAs for crazy.chiro data, and for taxa where we don't have the required measurements for specifc coefficients"
NA,"5/23/2019","2.4.0","piezUpland_fix_20190523.csv","summer2018",NA,"KS","wellHeightAboveGround measurements added for CR_U1, CR_U2, HB_U1, HB_U2, EL_U5, WL_U3, WL_U4. waterTable was then able to be calculated for these upland sites."
"siteLimnoProfiles.20190523","5/23/2019","2.4.0","siteLimnoProfiles_20190523.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleLimnoProfiles.20190523","5/23/2019","2.4.0","sampleLimnoProfiles_20190523.csv","summer2018",NA,"KS","46 new sampleIDs addded for table total 31477."
"tableLimnoProfiles.20190523","5/23/2019","2.4.0","tableLimnoProfiles_20190523.csv","summer2018",NA,"KS","46 new observations added to Limno_Profiles table for table total of 20228."
"siteStaffGauges.20190605","6/5/2019","2.4.0","siteStaffGauges_20190605.csv","summer2018",NA,"KS","No new siteIDs added."
"sampleStaffGauges.20190605","6/5/2019","2.4.0","sampleStaffGauges_20190605.csv","summer2018",NA,"KS","15 new sampleIDs added for table total of 31492. edited the metadataID and sampleIDs for 2017 to reflect the staff gauge sampling protocol (previously listed as limno sampling protocol)."
"tableStaffGauges.20190605","6/5/2019","2.4.0","tableStaffGauges_20190605.csv","summer2018",NA,"KS","15 new observations added to Staff_Gauges table for total of 745."
"sitePiezSurveying.20190606","6/6/2019","2.4.0","sitePiezSurveying_20190606.csv","summer2018",NA,"KS","No new siteIDs added."
"samplePiezSurveying.20190606","6/6/2019","2.4.0","samplePiezSurveying_20190606.csv","summer2018",NA,"KS","9 new sampleIDs added for a table total of 31501."
"tablePiezSurveying.20190606","6/6/2019","2.4.0","tablePiezSurveying_20190606.csv","summer2018",NA,"KS","New table added to the database with 9 observations."
