"sample","abs","dilution","runID","NO3","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","comments","sampleID"
"F40",0.0001245811,1,"Nitrate_run1_20201110.csv",36.4515532635071,3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,"","WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505"
"F41",0.0001337,1,"Nitrate_run1_20201110.csv",40.0151147991865,3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,"","WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505"
"F42",0.0002937439,1,"Nitrate_run1_20201110.csv",102.558435381726,17,"PA","DeepHole","6/17/2020","9:20","PML",0,2,"","PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505"
"F43",0.000254828,1,"Nitrate_run1_20201110.csv",87.3505479867169,17,"PA","DeepHole","6/17/2020","9:20","Hypo",5.5,5.5,"","PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505"
"F44",0.0002478717,1,"Nitrate_run1_20201110.csv",84.6321057282596,17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,"","PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505"
"F45",0.0002477282,1,"Nitrate_run1_20201110.csv",84.5760275740557,17,"PE","DeepHole","6/17/2020","10:38","Hypo",9,9,"","PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505"
"F46",0.0003257818,1,"Nitrate_run1_20201110.csv",115.078479260257,15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,"","MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505"
"F47",0.0002005221,1,"Nitrate_run1_20201110.csv",66.1284250990385,15,"MO","DeepHole","6/22/2020","9:05","Hypo",7,7,"","MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505"
"F48",0.0003252499,1,"Nitrate_run1_20201110.csv",114.870618840598,15,"MO","Inlet1","6/22/2020","9:05","Surface",0,0,"","MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505"
"F49",0.001070057,1,"Nitrate_run1_20201110.csv",405.932691356023,15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,"","MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505"
"F5",0.0007949583,1,"Nitrate_run1_20201110.csv",298.427274492651,3,"FE","DeepHole","6/4/2020","10:45","Hypo",8,8,"","FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505"
"F50",0.0009499443,1,"Nitrate_run1_20201110.csv",358.994025764055,15,"MO","Inlet3","6/22/2020","9:05","Surface",0,0,"","MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505"
"F51",0.0004369989,1,"Nitrate_run1_20201110.csv",158.540846395527,3,"FE","DeepHole","6/23/2020","11:25","PML",0,1.5,"","FE_DeepHole_20200623_1125_PML_1.5_Limno.Sample.20160505"
"F52",0.0006601109,1,"Nitrate_run1_20201110.csv",245.730457132402,3,"FE","DeepHole","6/23/2020","11:25","Hypo",8,8,"","FE_DeepHole_20200623_1125_Hypo_8_Limno.Sample.20160505"
"F53",0.001630944,2,"Nitrate_run1_20201110.csv",1250.24179632829,3,"FE","Inlet1","6/23/2020","11:25","Surface",0,0,"","FE_Inlet1_20200623_1125_Surface_0_Limno.Sample.20160505"
"F54",0.0001404286,1,"Nitrate_run1_20201110.csv",42.6445745091265,3,"WL","DeepHole","6/23/2020","9:45","PML",0,1.5,"","WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505"
"F55",0.0001069149,1,"Nitrate_run1_20201110.csv",29.5478049164895,3,"WL","DeepHole","6/23/2020","9:45","Hypo",8,8,"","WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505"
"F56",0.001083266,1,"Nitrate_run1_20201110.csv",411.094617062499,15,"HB","DeepHole","6/24/2020","10:53","PML",0,0.5,"","HB_DeepHole_20200624_1053_PML_0.5_Limno.Sample.20160505"
"F57",0.001168415,1,"Nitrate_run2_20201111.csv",451.328662322747,15,"HB","DeepHole","6/24/2020","10:53","Hypo",4,4,"","HB_DeepHole_20200624_1053_Hypo_4_Limno.Sample.20160505"
"F58",0.001121495,1,"Nitrate_run1_20201110.csv",426.034071815538,15,"HB","Outlet","6/24/2020","10:53","Surface",0,0,"","HB_Outlet_20200624_1053_Surface_0_Limno.Sample.20160505"
"F59",0.0001725287,1,"Nitrate_run1_20201110.csv",55.1889254342887,17,"ME","DeepHole","6/24/2020","8:52","PML",0,1.5,"","ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505"
"F6",0.0005001155,1,"Nitrate_run1_20201110.csv",183.206089793619,3,"FE","Inlet1","6/4/2020","10:45","Surface",0,0,"","FE_Inlet1_20200604_1045_Surface_0_Limno.Sample.20160505"
"F60",0.000503624,1,"Nitrate_run1_20201110.csv",184.577171354764,17,"ME","DeepHole","6/24/2020","8:52","Hypo",3,3,"","ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505"
"F61",0.0001730906,1,"Nitrate_run1_20201110.csv",55.4085095098788,17,"ME","Outlet","6/24/2020","8:52","Surface",0,0,"","ME_Outlet_20200624_0852_Surface_0_Limno.Sample.20160505"
"F62",0.0001965295,1,"Nitrate_run2_20201111.csv",79.8149425554007,15,"CR","DeepHole","6/25/2020","10:06","PML",0,2.5,"","CR_DeepHole_20200625_1006_PML_2.5_Limno.Sample.20160505"
"F63",0.0001288488,1,"Nitrate_run2_20201111.csv",53.9432646535719,15,"CR","DeepHole","6/25/2020","10:06","Hypo",11,11,"","CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505"
"F64",0.0001268392,1,"Nitrate_run2_20201111.csv",53.1750733684416,15,"CR","Outlet","6/25/2020","10:06","Surface",0,0,"","CR_Outlet_20200625_1006_Surface_0_Limno.Sample.20160505"
"F65",0.0001422818,1,"Nitrate_run1_20201110.csv",43.3687838148455,17,"TU","DeepHole","6/25/2020","12:31","PML",0,1.5,"","TU_DeepHole_20200625_1231_PML_1.5_Limno.Sample.20160505"
"F66",0.0001851936,1,"Nitrate_run1_20201110.csv",60.1382231010277,17,"TU","DeepHole","6/25/2020","12:31","Hypo",7,7,"","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505"
"F67",0.0004743507,2,"Nitrate_run2_20201111.csv",372.030188319827,17,"WA","DeepHole","6/29/2020","8:54","PML",0,1,"","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505"
"F68",0.0007099004,1,"Nitrate_run2_20201111.csv",276.056508747416,17,"WA","DeepHole","6/29/2020","8:54","Hypo",3.5,3.5,"","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505"
"F69",0.0004060268,1,"Nitrate_run2_20201111.csv",159.897546117462,3,"FE","DeepHole","6/30/2020","11:30","PML",0,1,"","FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505"
"F7",0.0003586535,1,"Nitrate_run1_20201110.csv",127.924362615968,35,"BR","DeepHole","6/6/2020","13:54","point",5.5,5.5,"","BR_DeepHole_20200606_1354_point_5.5_Limno.Sample.20160505"
"F70",0.0005697531,1,"Nitrate_run2_20201111.csv",222.483691025215,3,"FE","DeepHole","6/30/2020","11:30","Hypo",8,8,"","FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505"
"F71",0.0001310577,1,"Nitrate_run2_20201111.csv",54.7876405143025,3,"WL","DeepHole","6/30/2020","9:58","PML",0,1,"","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505"
"F72",0.0001143214,1,"Nitrate_run2_20201111.csv",48.390009241748,3,"WL","DeepHole","6/30/2020","9:58","Hypo",8,8,"","WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505"
"F73",0.0006695735,1,"Nitrate_run2_20201111.csv",260.641116064137,17,"BO","DeepHole","7/1/2020","10:41","PML",0,0.25,"","BO_DeepHole_20200701_1041_PML_0.25_Limno.Sample.20160505"
"F74",0.0007494005,1,"Nitrate_run2_20201111.csv",291.155848208888,17,"BO","DeepHole","7/1/2020","10:41","Hypo",2,2,"","BO_DeepHole_20200701_1041_Hypo_2_Limno.Sample.20160505"
"F75",0.0006768134,1,"Nitrate_run2_20201111.csv",263.408645963228,17,"CB","DeepHole","7/1/2020","9:09","PML",0,0.5,"","CB_DeepHole_20200701_0909_PML_0.5_Limno.Sample.20160505"
"F76",0.0008696187,1,"Nitrate_run1_20201110.csv",327.603702535336,17,"CB","DeepHole","7/1/2020","9:09","Hypo",3,3,"","CB_DeepHole_20200701_0909_Hypo_3_Limno.Sample.20160505"
"F77",0.001478053,1,"Nitrate_run2_20201111.csv",569.691129055013,17,"NG","DeepHole","7/3/2020","9:20","PML",0,0.25,"","NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505"
"F78",0.001708835,1,"Nitrate_run2_20201111.csv",657.910038870364,17,"NG","DeepHole","7/3/2020","9:20","Hypo",4,4,"","NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505"
"F79",0.0003013508,1,"Nitrate_run2_20201111.csv",119.884015582881,15,"MO","DeepHole","7/6/2020","9:01","PML",0,0.5,"","MO_DeepHole_20200706_0901_PML_0.5_Limno.Sample.20160505"
"F8",0.001061087,1,"Nitrate_run1_20201110.csv",402.427318232615,35,"CB","DeepHole","6/6/2020","10:10","point",5.5,5.5,"","CB_DeepHole_20200606_1010_point_5.5_Limno.Sample.20160505"
"F80",0.0002321726,1,"Nitrate_run2_20201111.csv",93.4399021468747,15,"MO","DeepHole","7/6/2020","9:01","Hypo",3.5,3.5,"","MO_DeepHole_20200706_0901_Hypo_3.5_Limno.Sample.20160505"
"F81",0.000953884804171861,1,"Nitrate_reruns_20210419.csv",364.75901881529,15,"MO","Inlet1","7/6/2020","9:01","Surface",0,0,"","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505"
"F81",0.0009778436,1,"Nitrate_run1_20201110.csv",369.896752228034,15,"MO","Inlet1","7/6/2020","9:01","Surface",0,0,"","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505"
"F82",0.000456357990716011,1,"Nitrate_reruns_20210419.csv",174.349462329993,15,"MO","Inlet2","7/6/2020","9:01","Surface",0,0,"","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505"
"F82",0.0004043038,1,"Nitrate_run1_20201110.csv",145.763976294397,15,"MO","Inlet2","7/6/2020","9:01","Surface",0,0,"","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505"
"F83",0.000349349,1,"Nitrate_run2_20201111.csv",138.23184547039,3,"FE","DeepHole","7/7/2020","11:30","PML",0,0.25,"","FE_DeepHole_20200707_1130_PML_0.25_Limno.Sample.20160505"
"F84",0.0006739473,1,"Nitrate_run2_20201111.csv",262.313048310804,3,"FE","DeepHole","7/7/2020","11:30","Hypo",8,8,"","FE_DeepHole_20200707_1130_Hypo_8_Limno.Sample.20160505"
"F85",0.000124134,1,"Nitrate_run2_20201111.csv",52.1409814772521,3,"WL","DeepHole","7/7/2020","10:00","PML",0,1,"","WL_DeepHole_20200707_1000_PML_1_Limno.Sample.20160505"
"F86",0.0001168071,1,"Nitrate_run2_20201111.csv",49.3401948893636,3,"WL","DeepHole","7/7/2020","10:00","Hypo",8,8,"","WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505"
"F87",0.001009833,1,"Nitrate_run2_20201111.csv",390.708981600949,15,"HB","DeepHole","7/8/2020","9:45","PML",0,0.25,"","HB_DeepHole_20200708_0945_PML_0.25_Limno.Sample.20160505"
"F88",0.001131728,1,"Nitrate_run2_20201111.csv",437.304660691789,15,"HB","DeepHole","7/8/2020","9:45","Hypo",3.5,3.5,"","HB_DeepHole_20200708_0945_Hypo_3.5_Limno.Sample.20160505"
"F89",0.00111576,1,"Nitrate_run2_20201111.csv",431.200720384782,15,"HB","Outlet","7/8/2020","9:45","Surface",0,0,"","HB_Outlet_20200708_0945_Surface_0_Limno.Sample.20160505"
"F9",0.001010536,1,"Nitrate_run1_20201110.csv",382.67256720013,35,"NG","DeepHole","6/6/2020","11:35","point",5.5,5.5,"","NG_DeepHole_20200606_1135_point_5.5_Limno.Sample.20160505"
"F90",0.0002341378,1,"Nitrate_run2_20201111.csv",94.1911210528948,15,"CR","DeepHole","7/10/2020","10:25","PML",0,2.5,"","CR_DeepHole_20200710_1025_PML_2.5_Limno.Sample.20160505"
"F91",0.0001685231,1,"Nitrate_run2_20201111.csv",69.1091939447956,15,"CR","DeepHole","7/10/2020","10:25","Hypo",7.5,7.5,"","CR_DeepHole_20200710_1025_Hypo_7.5_Limno.Sample.20160505"
"F92",0.0002276784,1,"Nitrate_run2_20201111.csv",91.7219457009987,15,"CR","Outlet","7/10/2020","10:25","Surface",0,0,"","CR_Outlet_20200710_1025_Surface_0_Limno.Sample.20160505"
"F93",0.0003805437,1,"Nitrate_run2_20201111.csv",150.156356160205,3,"FE","DeepHole","7/15/2020","10:15","PML",0,1.5,"","FE_DeepHole_20200715_1015_PML_1.5_Limno.Sample.20160505"
"F94",0.0006379389,1,"Nitrate_run2_20201111.csv",248.548448852462,3,"FE","DeepHole","7/15/2020","10:15","Hypo",8,8,"","FE_DeepHole_20200715_1015_Hypo_8_Limno.Sample.20160505"
"F95",0.001526871,2,"Nitrate_run2_20201111.csv",1176.70467267759,3,"FE","Inlet1","7/15/2020","10:15","Surface",0,0,"","FE_Inlet1_20200715_1015_Surface_0_Limno.Sample.20160505"
"F96",0.0001602334,1,"Nitrate_run2_20201111.csv",65.9403666675542,3,"WL","DeepHole","7/15/2020","9:07","PML",0,2,"","WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505"
"F97",0.0001237694,1,"Nitrate_run2_20201111.csv",52.0016091929376,3,"WL","DeepHole","7/15/2020","9:07","Hypo",8,8,"","WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505"
"F98",0.0001730122,1,"Nitrate_run2_20201111.csv",70.8252008606387,41,"JO","DeepHole","7/16/2020","11:20","PML",0,2,"","JO_DeepHole_20200716_1120_PML_2_Limno.Sample.20160505"
"F99",0.000163309,1,"Nitrate_run2_20201111.csv",67.1160479556447,41,"JO","DeepHole","7/16/2020","11:20","Hypo",4.5,4.5,"","JO_DeepHole_20200716_1120_Hypo_4.5_Limno.Sample.20160505"
