"sample","abs","df","runID","POPinBottle","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","POP","flag"
"P31",1.134,1,"Run5_POP_2019.xlsx",195.646699490019,15,"MO","DeepHole","5/23/2019","9:52","Hypo",6,6,140,1,NA,"MO_DeepHole_20190523_952_Hypo_6_Limno.Sample.20160505",41.9242927478612,NA
"P310",0.206,1,"Run6_POP_2019.xlsx",35.0006487855515,15,"CR","Outlet","10/6/2019","8:45","Surface",0,0,140,1,NA,"CR_Outlet_20191006_845_Surface_0_Limno.Sample.20160505",7.50013902547532,NA
"P311",0.166,1,"reruns_POP_2019_20210505.xlsx",26.6332402285159,3,"FE","DeepHole","10/6/2019","10:40","PML",0,4,140,1,NA,"FE_DeepHole_20191006_1040_PML_4_Limno.Sample.20160505",5.70712290611055,NA
"P312",0.374,1,"Run6_POP_2019.xlsx",62.5563467812432,3,"FE","DeepHole","10/6/2019","10:40","Hypo",8,8,140,1,NA,"FE_DeepHole_20191006_1040_Hypo_8_Limno.Sample.20160505",13.4049314531235,NA
"P313",0.104,1,"Run2_POP_2019.xlsx",16.6864107304013,3,"FE","Inlet1","10/6/2019","10:40","Surface",0,0,140,1,NA,"FE_Inlet1_20191006_1040_Surface_0_Limno.Sample.20160505",3.57565944222885,NA
"P314",0.307,1,"Run1_POP_2019.xlsx",48.8113084403808,15,"HB","DeepHole","10/6/2019","10:47","PML",0,4,140,1,NA,"HB_DeepHole_20191006_1047_PML_4_Limno.Sample.20160505",10.4595660943673,NA
"P315",0.378,1,"Run1_POP_2019.xlsx",59.4990956837788,15,"HB","DeepHole","10/6/2019","10:47","Hypo",8,8,140,1,NA,"HB_DeepHole_20191006_1047_Hypo_8_Limno.Sample.20160505",12.7498062179526,NA
"P316",NA,1,NA,NA,15,"HB","Outlet","10/6/2019","10:47","Surface",0,0,140,1,"failed QA/QC range check; rerun within 20% of original reading; average reported","HB_Outlet_20191006_1047_Surface_0_Limno.Sample.20160505",29.6755134382745,"1"
"P317",0.277,1,"Run3_POP_2019.xlsx",45.1842087052922,15,"ME","DeepHole","10/6/2019","12:00","PML",0,4,140,1,NA,"ME_DeepHole_20191006_1200_PML_4_Limno.Sample.20160505",9.68233043684833,NA
"P318",0.191,1,"Run1_POP_2019.xlsx",31.3495715356743,15,"ME","DeepHole","10/6/2019","12:00","Hypo",4,4,140,1,NA,"ME_DeepHole_20191006_1200_Hypo_4_Limno.Sample.20160505",6.71776532907306,NA
"P319",0.156,1,"Run1_POP_2019.xlsx",26.0809440213232,15,"ME","Outlet","10/6/2019","12:00","Surface",0,0,140,1,NA,"ME_Outlet_20191006_1200_Surface_0_Limno.Sample.20160505",5.58877371885497,NA
"P32",0.362,1,"Run6_POP_2019.xlsx",60.5880826386938,15,"MO","Outlet","5/23/2019","9:52","Surface",0,0,140,1,NA,"MO_Outlet_20190523_952_Surface_0_Limno.Sample.20160505",12.9831605654344,NA
"P320",0.38,1,"Run1_POP_2019.xlsx",59.8001601131703,15,"MO","DeepHole","10/6/2019","12:33","PML",0,4,140,1,NA,"MO_DeepHole_20191006_1233_PML_4_Limno.Sample.20160505",12.8143200242508,NA
"P321",0.771,1,"Run1_POP_2019.xlsx",118.658256059207,15,"MO","DeepHole","10/6/2019","12:33","Hypo",6,6,140,1,NA,"MO_DeepHole_20191006_1233_Hypo_6_Limno.Sample.20160505",25.4267691555444,NA
"P322",0.127,1,"Run1_POP_2019.xlsx",21.7155097951465,15,"MO","Inlet1","10/6/2019","12:33","Surface",0,0,140,1,NA,"MO_Inlet1_20191006_1233_Surface_0_Limno.Sample.20160505",4.65332352753139,NA
"P323",0.173,1,"Run1_POP_2019.xlsx",28.6399916711509,3,"WL","DeepHole","10/6/2019","9:00","PML",0,4.5,140,1,NA,"WL_DeepHole_20191006_900_PML_4.5_Limno.Sample.20160505",6.13714107238948,NA
"P324",0.461,1,"Run3_POP_2019.xlsx",77.2770625940478,3,"WL","DeepHole","10/6/2019","9:00","Hypo",8,8,140,1,NA,"WL_DeepHole_20191006_900_Hypo_8_Limno.Sample.20160505",16.5593705558674,NA
"P325",0.252,1,"Run1_POP_2019.xlsx",40.5320366321148,15,"MO","Inlet3","10/6/2019","12:33","Surface",0,0,140,1,NA,"MO_Inlet3_20191006_1233_Surface_0_Limno.Sample.20160505",8.68543642116746,NA
"P326",0.314,1,"Run1_POP_2019.xlsx",49.865033943251,15,"MO","Outlet","10/6/2019","12:33","Surface",0,0,140,1,NA,"MO_Outlet_20191006_1233_Surface_0_Limno.Sample.20160505",10.6853644164109,NA
"P327",0.401,1,"Run1_POP_2019.xlsx",62.9613366217809,13,"PA","DeepHole","10/7/2019","10:00","PML",0,6,140,1,NA,"PA_DeepHole_20191007_1000_PML_6_Limno.Sample.20160505",13.4917149903816,NA
"P328",0.337,1,"Run6_POP_2019.xlsx",56.4875323417158,13,"PA","DeepHole","10/7/2019","10:00","Hypo",9,9,90,1,NA,"PA_DeepHole_20191007_1000_Hypo_9_Limno.Sample.20160505",18.8291774472386,NA
"P329",0.214,1,"Run4_POP_2019.xlsx",36.9005794955955,13,"PE","DeepHole","10/7/2019","11:00","PML",0,5,140,1,NA,"PE_DeepHole_20191007_1100_PML_5_Limno.Sample.20160505",7.90726703477046,NA
"P33",0.16,1,"Run6_POP_2019.xlsx",27.4556362391121,15,"MO","Inlet1","5/23/2019","9:52","Surface",0,0,140,1,NA,"MO_Inlet1_20190523_952_Surface_0_Limno.Sample.20160505",5.88335062266688,NA
"P330",0.944,1,"Run3_POP_2019.xlsx",161.520804052031,13,"PE","DeepHole","10/7/2019","11:00","Hypo",10,10,140,1,NA,"PE_DeepHole_20191007_1100_Hypo_10_Limno.Sample.20160505",34.6116008682924,NA
"P331",0.293,1,"Run1_POP_2019.xlsx",46.7038574346404,15,"MO","Inlet2","10/6/2019","12:00","Surface",0,0,140,1,NA,"MO_Inlet2_20191006_1200_Surface_0_Limno.Sample.20160505",10.0079694502801,NA
"P332",0.441,1,"reruns_POP_2019_20210505.xlsx",75.5676917670709,17,"ME","Outlet","7/3/2019","9:15","Surface",0,0,140,1,NA,"ME_Outlet_20190703_915_Surface_0_Limno.Sample.20160505",16.1930768072295,NA
"P34",0.526,1,"Run4_POP_2019.xlsx",90.4020565549958,15,"MO","Inlet2","5/23/2019","9:52","Surface",0,0,140,1,NA,"MO_Inlet2_20190523_952_Surface_0_Limno.Sample.20160505",19.3718692617848,NA
"P35",0.094,1,"Run6_POP_2019.xlsx",16.6301834550904,15,"MO","Inlet3","5/23/2019","9:52","Surface",0,0,140,1,NA,"MO_Inlet3_20190523_952_Surface_0_Limno.Sample.20160505",3.56361074037651,NA
"P36",0.292,1,"Run5_POP_2019.xlsx",49.7744591656164,15,"ME","DeepHole","5/24/2019","8:40","PML",0,1.5,140,1,NA,"ME_DeepHole_20190524_840_PML_1.5_Limno.Sample.20160505",10.6659555354892,NA
"P37",0.415,1,"Run1_POP_2019.xlsx",65.0687876275214,15,"ME","DeepHole","5/24/2019","8:40","Hypo",3.5,3.5,140,1,NA,"ME_DeepHole_20190524_840_Hypo_3.5_Limno.Sample.20160505",13.9433116344689,NA
"P38",0.225,1,"reruns_POP_2019_20210505.xlsx",37.1319043767877,15,"ME","Outlet","5/24/2019","8:40","Surface",0,0,140,1,NA,"ME_Outlet_20190524_840_Surface_0_Limno.Sample.20160505",7.95683665216879,NA
"P39",0.334,1,"Run2_POP_2019.xlsx",48.0411406326238,3,"FE","DeepHole","5/28/2019","10:58","PML",0,1.5,140,1,NA,"FE_DeepHole_20190528_1058_PML_1.5_Limno.Sample.20160505",10.2945301355622,NA
"P4",0.329,1,"Run6_POP_2019.xlsx",55.1753562466829,3,"WL","DeepHole","5/8/2019","11:00","PML",0,1,140,1,NA,"WL_DeepHole_20190508_1100_PML_1_Limno.Sample.20160505",11.8232906242892,NA
"P40",0.195,1,"Run2_POP_2019.xlsx",29.091977778672,3,"FE","DeepHole","5/28/2019","10:58","Hypo",8,8,140,1,NA,"FE_DeepHole_20190528_1058_Hypo_8_Limno.Sample.20160505",6.23399523828686,NA
"P41",0.069,1,"Run5_POP_2019.xlsx",11.1408373219801,3,"FE","Inlet1","5/28/2019","10:58","Surface",0,0,140,1,NA,"FE_Inlet1_20190528_1058_Surface_0_Limno.Sample.20160505",2.38732228328145,NA
"P42",0.144,1,"Run6_POP_2019.xlsx",24.8312840490462,3,"WL","DeepHole","5/28/2019","9:15","PML",0,2,140,1,NA,"WL_DeepHole_20190528_915_PML_2_Limno.Sample.20160505",5.32098943908133,NA
"P43",0.571,1,"Run6_POP_2019.xlsx",94.8686831214292,3,"WL","DeepHole","5/28/2019","9:15","Hypo",8,8,140,1,NA,"WL_DeepHole_20190528_915_Hypo_8_Limno.Sample.20160505",20.3290035260205,NA
"P44",0.138,1,"Run6_POP_2019.xlsx",23.8471519777715,15,"PA","DeepHole","5/29/2019","8:38","PML",0,1.5,140,1,NA,"PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505",5.11010399523675,NA
"P45",0.491,1,"Run6_POP_2019.xlsx",81.7469221710999,15,"PA","DeepHole","5/29/2019","8:38","Hypo",6.5,6.5,140,1,NA,"PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505",17.5171976080928,NA
"P46",0.134,1,"Run6_POP_2019.xlsx",23.1910639302551,15,"PE","DeepHole","5/29/2019","10:15","PML",0,1,140,1,NA,"PE_DeepHole_20190529_1015_PML_1_Limno.Sample.20160505",4.96951369934038,NA
"P47",0.463,1,"Run6_POP_2019.xlsx",77.1543058384846,15,"PE","DeepHole","5/29/2019","10:15","Hypo",9,9,140,1,NA,"PE_DeepHole_20190529_1015_Hypo_9_Limno.Sample.20160505",16.5330655368181,NA
"P48",0.151,1,"Run6_POP_2019.xlsx",25.9794381322,33,"CB","DeepHole","5/31/2019","10:45","PML",0,0.75,140,1,NA,"CB_DeepHole_20190531_1045_PML_0.75_Limno.Sample.20160505",5.5670224569,NA
"P49",0.141,1,"Run5_POP_2019.xlsx",23.6144730741856,33,"CB","DeepHole","5/31/2019","10:45","Hypo",2.5,2.5,140,1,NA,"CB_DeepHole_20190531_1045_Hypo_2.5_Limno.Sample.20160505",5.06024423018263,NA
"P5",0.545,1,"Run4_POP_2019.xlsx",93.6601593246388,3,"WL","DeepHole","5/8/2019","11:00","Hypo",8,8,140,1,NA,"WL_DeepHole_20190508_1100_Hypo_8_Limno.Sample.20160505",20.070034140994,NA
"P50",0.218,1,"Run1_POP_2019.xlsx",35.4139413324594,33,"HB","DeepHole","5/31/2019","11:50","PML",0,0.75,140,1,NA,"HB_DeepHole_20190531_1150_PML_0.75_Limno.Sample.20160505",7.58870171409844,NA
"P51",0.464,1,"Run6_POP_2019.xlsx",77.3183278503637,33,"HB","DeepHole","5/31/2019","11:50","Hypo",3.5,3.5,140,1,NA,"HB_DeepHole_20190531_1150_Hypo_3.5_Limno.Sample.20160505",16.5682131107922,NA
"P52",0.424,1,"Run6_POP_2019.xlsx",70.757447375199,15,"MO","DeepHole","6/3/2019","10:10","PML",0,1,140,1,NA,"MO_DeepHole_20190603_1010_PML_1_Limno.Sample.20160505",15.1623101518284,NA
"P53",0.586,2,"Run5_POP_2019.xlsx",201.416943640911,15,"MO","DeepHole","6/3/2019","10:10","Hypo",6.5,6.5,140,1,NA,"MO_DeepHole_20190603_1010_Hypo_6.5_Limno.Sample.20160505",43.1607736373381,NA
"P54",0.303,1,"Run5_POP_2019.xlsx",51.6801535166478,15,"MO","Outlet","6/3/2019","10:10","Surface",0,0,140,1,NA,"MO_Outlet_20190603_1010_Surface_0_Limno.Sample.20160505",11.0743186107102,NA
"P55",0.146,1,"Run4_POP_2019.xlsx",25.2400011621364,15,"MO","Inlet1","6/3/2019","10:10","Surface",0,0,140,1,NA,"MO_Inlet1_20190603_1010_Surface_0_Limno.Sample.20160505",5.40857167760066,NA
"P56",0.175,1,"Run4_POP_2019.xlsx",30.2128948631704,15,"MO","Inlet2","6/3/2019","10:10","Surface",0,0,140,1,NA,"MO_Inlet2_20190603_1010_Surface_0_Limno.Sample.20160505",6.47419175639366,NA
"P57",0.553,1,"Run2_POP_2019.xlsx",77.8962964960444,15,"MO","Inlet3","6/3/2019","10:10","Surface",0,0,140,1,NA,"MO_Inlet3_20190603_1010_Surface_0_Limno.Sample.20160505",16.6920635348667,NA
"P58",0.282,1,"Run3_POP_2019.xlsx",46.0562971261823,3,"FE","DeepHole","6/4/2019","10:11","PML",0,1.5,140,1,NA,"FE_DeepHole_20190604_1011_PML_1.5_Limno.Sample.20160505",9.86920652703906,NA
"P59",0.39,1,"Run2_POP_2019.xlsx",55.6753357392519,3,"FE","DeepHole","6/4/2019","10:11","Hypo",8,8,140,1,NA,"FE_DeepHole_20190604_1011_Hypo_8_Limno.Sample.20160505",11.9304290869825,NA
"P6",0.273,1,"Run1_POP_2019.xlsx",43.6932131407254,3,"FE","DeepHole","5/13/2019","10:20","PML",0,0.5,100,1,NA,"FE_DeepHole_20190513_1020_PML_0.5_Limno.Sample.20160505",13.1079639422176,NA
"P60",0.096,1,"Run2_POP_2019.xlsx",15.5958114294544,3,"FE","Inlet1","6/4/2019","10:11","Surface",0,0,140,1,NA,"FE_Inlet1_20190604_1011_Surface_0_Limno.Sample.20160505",3.34195959202594,NA
"P61",0.206,1,"Run4_POP_2019.xlsx",35.5287467504826,3,"WL","DeepHole","6/4/2019","8:40","PML",0,2,140,1,NA,"WL_DeepHole_20190604_840_PML_2_Limno.Sample.20160505",7.61330287510341,NA
"P62",0.688,1,"Run5_POP_2019.xlsx",118.379455802746,3,"WL","DeepHole","6/4/2019","8:40","Hypo",8,8,140,1,NA,"WL_DeepHole_20190604_840_Hypo_8_Limno.Sample.20160505",25.3670262434456,NA
"P63",0.125,1,"Run4_POP_2019.xlsx",21.6389402062152,15,"PA","DeepHole","6/5/2019","9:30","PML",0,1,140,1,NA,"PA_DeepHole_20190605_930_PML_1_Limno.Sample.20160505",4.63691575847468,NA
"P64",0.644,1,"Run5_POP_2019.xlsx",110.756678398621,15,"PA","DeepHole","6/5/2019","9:30","Hypo",6.5,6.5,140,1,NA,"PA_DeepHole_20190605_930_Hypo_6.5_Limno.Sample.20160505",23.7335739425616,NA
"P65",0.144,1,"Run4_POP_2019.xlsx",24.8970429758582,15,"PE","DeepHole","6/5/2019","8:30","PML",0,1,140,1,NA,"PE_DeepHole_20190605_830_PML_1_Limno.Sample.20160505",5.3350806376839,NA
"P66",0.701,1,"Run3_POP_2019.xlsx",119.137306796772,15,"PE","DeepHole","6/5/2019","8:30","Hypo",9,9,140,1,NA,"PE_DeepHole_20190605_830_Hypo_9_Limno.Sample.20160505",25.5294228850226,NA
"P67",0.152,1,"Run4_POP_2019.xlsx",26.268875720971,3,"ME","DeepHole","6/6/2019","9:31","PML",0,1,140,1,NA,"ME_DeepHole_20190606_931_PML_1_Limno.Sample.20160505",5.62904479735093,NA
"P68",0.374,1,"Run6_POP_2019.xlsx",62.5563467812432,3,"ME","DeepHole","6/6/2019","9:31","Hypo",3,3,140,1,NA,"ME_DeepHole_20190606_931_Hypo_3_Limno.Sample.20160505",13.4049314531235,NA
"P69",0.294,1,"Run2_POP_2019.xlsx",42.5881441278895,3,"ME","Outlet","6/6/2019","9:31","Surface",0,0,140,1,NA,"ME_Outlet_20190606_931_Surface_0_Limno.Sample.20160505",9.12603088454775,NA
"P7",0.25,1,"Run3_POP_2019.xlsx",40.4749312324857,3,"FE","DeepHole","5/13/2019","10:20","Hypo",8,8,140,1,NA,"FE_DeepHole_20190513_1020_Hypo_8_Limno.Sample.20160505",8.67319954981836,NA
"P70",0.219,1,"Run6_POP_2019.xlsx",37.13293493998,15,"CR","DeepHole","6/7/2019","9:33","PML",0,1,140,1,NA,"CR_DeepHole_20190607_933_PML_1_Limno.Sample.20160505",7.95705748713857,NA
"P71",0.467,1,"Run2_POP_2019.xlsx",66.1723540108655,15,"CR","DeepHole","6/7/2019","9:33","Hypo",8,8,140,1,NA,"CR_DeepHole_20190607_933_Hypo_8_Limno.Sample.20160505",14.1797901451855,NA
"P72",0.186,1,"Run4_POP_2019.xlsx",32.0991648877006,15,"CR","Outlet","6/7/2019","9:33","Surface",0,0,140,1,NA,"CR_Outlet_20190607_933_Surface_0_Limno.Sample.20160505",6.87839247593584,NA
"P73",0.261,1,"Run1_POP_2019.xlsx",41.8868265643765,15,"HB","DeepHole","6/7/2019","11:12","PML",0,0.5,140,1,NA,"HB_DeepHole_20190607_1112_PML_0.5_Limno.Sample.20160505",8.97574854950925,NA
"P74",0.434,1,"Run2_POP_2019.xlsx",61.6736318944597,15,"HB","DeepHole","6/7/2019","11:12","Hypo",4,4,140,1,NA,"HB_DeepHole_20190607_1112_Hypo_4_Limno.Sample.20160505",13.2157782630985,NA
"P75",0.265,1,"Run1_POP_2019.xlsx",42.4889554231595,15,"HB","Outlet","6/7/2019","11:12","Surface",0,0,140,1,NA,"HB_Outlet_20190607_1112_Surface_0_Limno.Sample.20160505",9.10477616210561,NA
"P76",0.348,1,"Run2_POP_2019.xlsx",49.9496894092808,15,"BO","DeepHole","6/10/2019","11:05","PML",0,0.5,140,1,NA,"BO_DeepHole_20190610_1105_PML_0.5_Limno.Sample.20160505",10.7035048734173,NA
"P77",0.873,1,"Run3_POP_2019.xlsx",149.137148475392,15,"BO","DeepHole","6/10/2019","11:05","Hypo",2.5,2.5,140,1,NA,"BO_DeepHole_20190610_1105_Hypo_2.5_Limno.Sample.20160505",31.957960387584,NA
"P78",0.346,1,"Run2_POP_2019.xlsx",49.6770395840441,15,"NG","DeepHole","6/10/2019","8:58","PML",0,0.5,140,1,NA,"NG_DeepHole_20190610_858_PML_0.5_Limno.Sample.20160505",10.6450799108666,NA
"P79",0.339,1,"Run1_POP_2019.xlsx",53.6283393106447,15,"NG","DeepHole","6/10/2019","8:58","Hypo",3.5,3.5,140,1,NA,"NG_DeepHole_20190610_858_Hypo_3.5_Limno.Sample.20160505",11.4917869951381,NA
"P8",0.133,1,"Run3_POP_2019.xlsx",20.0680621836574,3,"FE","Inlet1","5/13/2019","10:20","Surface",0,0,140,1,NA,"FE_Inlet1_20190513_1020_Surface_0_Limno.Sample.20160505",4.30029903935516,NA
"P80",0.257,1,"Run1_POP_2019.xlsx",41.2846977055935,3,"FE","DeepHole","6/11/2019","10:58","PML",0,1,140,1,NA,"FE_DeepHole_20190611_1058_PML_1_Limno.Sample.20160505",8.84672093691289,NA
"P81",0.298,1,"reruns_POP_2019_20210505.xlsx",50.1217769670223,3,"FE","DeepHole","6/11/2019","10:58","Hypo",8,8,140,1,NA,"FE_DeepHole_20190611_1058_Hypo_8_Limno.Sample.20160505",10.7403807786476,NA
"P82",0.189,1,"Run3_POP_2019.xlsx",29.8354524976265,3,"FE","Inlet1","6/11/2019","10:58","Surface",0,0,140,1,NA,"FE_Inlet1_20190611_1058_Surface_0_Limno.Sample.20160505",6.39331124949139,NA
"P83",0.169,1,"Run4_POP_2019.xlsx",29.1840203043358,3,"WL","DeepHole","6/11/2019","9:10","PML",0,1.5,140,1,NA,"WL_DeepHole_20190611_910_PML_1.5_Limno.Sample.20160505",6.25371863664338,NA
"P84",0.844,1,"Run4_POP_2019.xlsx",144.932408173231,3,"WL","DeepHole","6/11/2019","9:10","Hypo",8,8,140,1,NA,"WL_DeepHole_20190611_910_Hypo_8_Limno.Sample.20160505",31.0569446085495,NA
"P85",0.204,1,"Run2_POP_2019.xlsx",30.3189019922372,34,"PA","DeepHole","6/12/2019","8:34","PML",0,2,140,1,NA,"PA_DeepHole_20190612_834_PML_2_Limno.Sample.20160505",6.49690756976511,NA
"P86",0.533,1,"Run6_POP_2019.xlsx",88.6358466700228,34,"PA","DeepHole","6/12/2019","8:34","Hypo",7,7,140,1,NA,"PA_DeepHole_20190612_834_Hypo_7_Limno.Sample.20160505",18.9933957150049,NA
"P87",0.128,1,"Run6_POP_2019.xlsx",22.2069318589804,34,"PE","DeepHole","6/12/2019","9:34","PML",0,1.5,140,1,NA,"PE_DeepHole_20190612_934_PML_1.5_Limno.Sample.20160505",4.7586282554958,NA
"P88",0.667,1,"reruns_POP_2019_20210505.xlsx",115.782913758756,34,"PE","DeepHole","6/12/2019","9:34","Hypo",9,9,140,1,NA,"PE_DeepHole_20190612_934_Hypo_9_Limno.Sample.20160505",24.8106243768763,NA
"P89",0.183,1,"Run6_POP_2019.xlsx",31.2281425123318,17,"BA","DeepHole","6/13/2019","8:32","PML",0,2,140,1,NA,"BA_DeepHole_20190613_832_PML_2_Limno.Sample.20160505",6.6917448240711,NA
"P9",0.262,1,"Run4_POP_2019.xlsx",45.1315759662725,3,"WL","DeepHole","5/13/2019","9:25","PML",0,1.5,140,1,NA,"WL_DeepHole_20190513_925_PML_1.5_Limno.Sample.20160505",9.67105199277268,NA
"P90",0.151,1,"Run3_POP_2019.xlsx",23.2075804988618,17,"BA","DeepHole","6/13/2019","8:32","Hypo",8,8,140,1,NA,"BA_DeepHole_20190613_832_Hypo_8_Limno.Sample.20160505",4.97305296404181,NA
"P91",0.461,1,"Run5_POP_2019.xlsx",79.0528541950987,17,"BR","DeepHole","6/13/2019","10:56","PML",0,2,140,1,NA,"BR_DeepHole_20190613_1056_PML_2_Limno.Sample.20160505",16.9398973275211,NA
"P92",0.939,1,"Run5_POP_2019.xlsx",161.863935994463,17,"BR","DeepHole","6/13/2019","10:56","Hypo",4,4,140,1,NA,"BR_DeepHole_20190613_1056_Hypo_4_Limno.Sample.20160505",34.6851291416706,NA
"P93",0.223,1,"Run2_POP_2019.xlsx",32.909075331986,17,"CB","DeepHole","6/14/2019","8:47","PML",0,0.5,140,1,NA,"CB_DeepHole_20190614_847_PML_0.5_Limno.Sample.20160505",7.051944713997,NA
"P94",0.474,1,"Run2_POP_2019.xlsx",67.126628399194,17,"CB","DeepHole","6/14/2019","8:47","Hypo",5,5,140,1,NA,"CB_DeepHole_20190614_847_Hypo_5_Limno.Sample.20160505",14.384277514113,NA
"P95",0.415,1,"Run5_POP_2019.xlsx",71.0835869089674,17,"MO","DeepHole","6/17/2019","9:30","PML",0,1,140,1,NA,"MO_DeepHole_20190617_930_PML_1_Limno.Sample.20160505",15.2321971947787,NA
"P96",0.633,1,"Run6_POP_2019.xlsx",105.038047857935,17,"MO","DeepHole","6/17/2019","9:30","Hypo",4.5,4.5,140,1,NA,"MO_DeepHole_20190617_930_Hypo_4.5_Limno.Sample.20160505",22.5081531124146,NA
"P97",0.265,1,"Run3_POP_2019.xlsx",43.091196495156,17,"MO","Outlet","6/17/2019","9:30","Surface",0,0,140,1,NA,"MO_Outlet_20190617_930_Surface_0_Limno.Sample.20160505",9.23382782039057,NA
"P98",0.248,1,"Run2_POP_2019.xlsx",36.317198147445,17,"MO","Inlet1","6/17/2019","9:30","Surface",0,0,140,1,NA,"MO_Inlet1_20190617_930_Surface_0_Limno.Sample.20160505",7.78225674588107,NA
"P99",0.62,1,"Run4_POP_2019.xlsx",106.521091310072,17,"MO","Inlet2","6/17/2019","9:30","Surface",0,0,140,1,NA,"MO_Inlet2_20190617_930_Surface_0_Limno.Sample.20160505",22.8259481378726,NA
