"tableName","colName","units","description","updateID"
"CREW","role","NA","person's rank/role: undergrad, highschoolstudent, gradstudent, technician, pi","unitsCREW.20200608"
"CREW","firstname","NA","person's first name","unitsCREW.20200608"
"CREW","lastname","NA","person's last name","unitsCREW.20200608"
"CREW","nickname","NA","person's nickname","unitsCREW.20200608"
"CREW","affiliation","NA","person's affiliation, e.g. student at a different university","unitsCREW.20200608"
"CREW","notes","NA","notes about why this person was on crew, etc.","unitsCREW.20200608"
"DRY_MASS_EQUATIONS","OTU","NA","operational taxonomic unit (most specific taxonomic classification) for the item whose mass is being calculated","figshareUnits.20200812"
"DRY_MASS_EQUATIONS","headWidth_a","NA","coefficient","units.20170717"
"DRY_MASS_EQUATIONS","headWidth_b","NA","coefficient","units.20170717"
"DRY_MASS_EQUATIONS","bodyLength_a","NA","coefficient","units.20170717"
"DRY_MASS_EQUATIONS","bodyLength_b","NA","coefficient","units.20170717"
"DRY_MASS_EQUATIONS","bodyLength_b1","NA","coefficient","units.20170717"
"DRY_MASS_EQUATIONS","equation","NA","equation used to calculate dry mass","figshareUnits.20200812"
"DRY_MASS_EQUATIONS","reference","NA","paper where equation was sourced from","units.20170717"
"DRY_MASS_EQUATIONS","referenceEquation","NA","refers to which table and equation within reference paper the equation was sourced from","units.20170717"
"DRY_MASS_EQUATIONS","comments","NA","NA","units.20170717"
"DRY_MASS_EQUATIONS","metadataID","NA","metadataID associated with this equation","figshareUnits.20200812"
"FISH_DIETS","fishID","NA","Unique ID of the fish containing this diet item. See FISH_INFO.","figshareUnits.20200812"
"FISH_DIETS","entryOrder","NA","NA","originalDB.20160217"
"FISH_DIETS","lakeID","NA","Lake where the fish containing this diet item was collected. See LAKES","figshareUnits.20200812"
"FISH_DIETS","dateSample","YYYY-MM-DD","Date the diet sample was taken","figshareUnits.20200812"
"FISH_DIETS","species","NA","Species of the fish containing the diet item","figshareUnits.20200812"
"FISH_DIETS","dietItem","NA","OTU of the diet item: see OTU","figshareUnits.20200812"
"FISH_DIETS","dietItemCount","NA","How many diet items (of the same species) this row contains","figshareUnits.20200812"
"FISH_DIETS","dietItemBodyLength","mm","Body length of the diet item, if measured","figshareUnits.20200812"
"FISH_DIETS","dietItemHeadWidth","mm","Head width of the diet item, if measured","figshareUnits.20200812"
"FISH_DIETS","otherLength","mm","Length of another dimension of the diet item, if measured","figshareUnits.20200812"
"FISH_DIETS","dietItemRangeLower","mm","NA","originalDB.20160217"
"FISH_DIETS","dietItemRangeHigher","mm","NA","originalDB.20160217"
"FISH_DIETS","dryMass_bodylength","mg","Dry mass of the diet item, if calculated based on body length (see DRY_MASS_EQUATIONS)","figshareUnits.20200812"
"FISH_DIETS","dryMass_headwidth","mg","Dry mass of the diet item, if calculated based on head width (see DRY_MASS_EQUATIONS)","figshareUnits.20200812"
"FISH_DIETS","dryMass_other","mg","Dry mass of the diet item, if calculated based on another measurement (see DRY_MASS_EQUATIONS)","figshareUnits.20200812"
"FISH_DIETS","totalDryMass","mg","NA","units.20170726"
"FISH_DIETS","dietProcessor","NA","NA","units.20170726"
"FISH_DIETS","comments","NA","Any comments on this diet item?","figshareUnits.20200812"
"FISH_DIETS","metadataID","NA","Metadata associated with this diet item: see METADATA","figshareUnits.20200812"
"FISH_INFO","projectID","NA","ID of the project associated with this fish: see PROJECTS","figshareUnits.20200812"
"FISH_INFO","sampleID","NA","ID of the sample associated with this fish: see SAMPLES","figshareUnits.20200812"
"FISH_INFO","fishID","NA","Combination of sampleID and fishNum: ID of the specific fish","figshareUnits.20200812"
"FISH_INFO","fishNum","NA","Unique integer fish identifier within each sampleID","figshareUnits.20200812"
"FISH_INFO","species","NA","Species of the fish","figshareUnits.20200812"
"FISH_INFO","fishLength","mm","NA","originalDB.20160217"
"FISH_INFO","standardLength","mm","Measurement taken for Chelsea Bishop's bluegill work, metadataID ""blgMorphologyDOC.20181114""","unitsCREW.20200608"
"FISH_INFO","fishWeight","g","NA","originalDB.20160217"
"FISH_INFO","caughtBy","NA","Initials of crew member who caught fish","figshareUnits.20200812"
"FISH_INFO","jumperDescription","NA","NA","figshareUnits.20200812"
"FISH_INFO","useTagMarkRecap","NA","NA","figshareUnits.20200812"
"FISH_INFO","tagID","NA","NA","originalDB.20160217"
"FISH_INFO","oldTag","NA","NA","originalDB.20160217"
"FISH_INFO","tagApply","NA","number of tag applied","figshareUnits.20200812"
"FISH_INFO","tagRecapture","NA","number of tag already on recaptured fish","figshareUnits.20200812"
"FISH_INFO","tagApplyType","NA","type of tag applied","figshareUnits.20200812"
"FISH_INFO","tagRecaptureType","NA","type of tag already on recaptured fish","figshareUnits.20200812"
"FISH_INFO","clipApply","NA","Which fin was clipped, if a clip was applied. See metadata document ""finClipCodeTranslations.pdf""","figshareUnits.20200812"
"FISH_INFO","clipRecapture","NA","Which fin on a recaptured fish was already clipped. See metadata document ""finClipCodeTranslations.pdf""","figshareUnits.20200812"
"FISH_INFO","sex","NA","sex of the fish, if sexed","figshareUnits.20200812"
"FISH_INFO","mortality","binary","1 if fish died, 0 or NA otherwise","figshareUnits.20200812"
"FISH_INFO","removed","binary","NA","figshareUnits.20200812"
"FISH_INFO","otolithSampled","binary","Indicates whether otolith was sampled","figshareUnits.20200812"
"FISH_INFO","tissueSampled","binary","Indicates whether tissue sample was taken","figshareUnits.20200812"
"FISH_INFO","dietSampled","binary","Indicates whether diet was sampled","figshareUnits.20200812"
"FISH_INFO","stomachRemoved","binary","Indicates whether stomach was removed, metadataID: blgMorphologyDOC.20181114","figshareUnits.20200812"
"FISH_INFO","gillArchRemoved","binary","Indicates whether gill arch was removed, metadataID: blgMorphologyDOC.20181115","figshareUnits.20200812"
"FISH_INFO","pectoralFinRemoved","binary","Indicates whether pectoral fin was removed, metadataID: blgMorphologyDOC.20181116","figshareUnits.20200812"
"FISH_INFO","gonadRemoved","binary","Indicates whether gonad was removed","figshareUnits.20200812"
"FISH_INFO","leftEyeRemoved","binary","Indicates whether left eye was removed","figshareUnits.20200812"
"FISH_INFO","finClipCollected","binary","Indicates whether finClip was collected","figshareUnits.20200812"
"FISH_INFO","photo","binary","Indicates whether photo was taken","figshareUnits.20200812"
"FISH_INFO","gonadWeight","g","NA","units.20170726"
"FISH_INFO","rectalTemp","C","Rectal temperature, if taken","figshareUnits.20200812"
"FISH_INFO","gonadSqueeze","binary","NA","figshareUnits.20200812"
"FISH_INFO","sexualStage_MaierScale","NA","Maturity staging based on Maier (1908)","figshareUnits.20200812"
"FISH_INFO","gpsWaypoint","Waypoint number","Waypoint numbers used in the 2018 hyperstability survey, metadataID: hyperstability.20180521","unitsCREW.20200608"
"FISH_INFO","finClipBox","Storage box ID","Chelsea's fin clip storage box ID","unitsCREW.20200608"
"FISH_INFO","spineSample","binary","Indicates whether spine sample removed, added in 2019","figshareUnits.20200812"
"FISH_INFO","scaleSample","binary","Indicates whether scale sample removed, added in 2019","figshareUnits.20200812"
"FISH_INFO","comments","NA","NA","originalDB.20160217"
"FISH_INFO","metadataID","NA","MetadataID corresponding to the sampling protocol for each fish. Note that for fish samples, we have decided not to distinguish between metadataID's for samples vs. data, so this metadataID is extracted straight from the sampleID.","FISH_INFO_YOYSurv.fix.20201106"
"FISH_OTOLITHS","fishID","NA","Combination of sampleID and fishNum: ID of the specific fish: see FISH_SAMPLES","figshareUnits.20200812"
"FISH_OTOLITHS","wellNumber","NA","NA","originalDB.20160217"
"FISH_OTOLITHS","otolith","NA","otolith type","figshareUnits.20200812"
"FISH_OTOLITHS","parameter","NA","which parameter was measured","figshareUnits.20200812"
"FISH_OTOLITHS","year","NA","NA","originalDB.20160217"
"FISH_OTOLITHS","annulusNumber","NA","NA","units.20170726"
"FISH_OTOLITHS","paramValue","see ""unit""","value of the parameter indicated in ""parameter""","figshareUnits.20200812"
"FISH_OTOLITHS","unit","NA","unit of measurement for ""paramValue""","figshareUnits.20200812"
"FISH_OTOLITHS","interpreter","NA","NA","originalDB.20160217"
"FISH_OTOLITHS","interpretationNumber","NA","NA","originalDB.20160217"
"FISH_OTOLITHS","interpretationDateTime","MM/DD/YY","date/time of interpretation","figshareUnits.20200812"
"FISH_OTOLITHS","metadataID","NA","metadata associated with this sample: see METADATA","figshareUnits.20200812"
"FISH_OTOLITHS","confidence","NA","how confident is measurement?","originalDB.20160217"
"FISH_OTOLITHS","comments","NA","NA","originalDB.20160217"
"FISH_SAMPLES","lakeID","NA","NA","units_20201012"
"FISH_SAMPLES","siteID","NA","site where the sample was taken: see SITES","figshareUnits.20200812"
"FISH_SAMPLES","sampleID","NA","unique string for each sampling event","figshareUnits.20200812"
"FISH_SAMPLES","dayOfYear","NA","day of year when sample was taken","figshareUnits.20200812"
"FISH_SAMPLES","dateSet","YYYY-MM-DD","date passive gear is set","figshareUnits.20200812"
"FISH_SAMPLES","dateSample","YYYY-MM-DD","date fish collected, passive gear retrieved","figshareUnits.20200812"
"FISH_SAMPLES","dateTimeSet","YYYY-MM-DD hh:mm:ss","dateTime gear set","figshareUnits.20200812"
"FISH_SAMPLES","dateTimeSample","YYYY-MM-DD hh:mm:ss","dateTime fish collected","figshareUnits.20200812"
"FISH_SAMPLES","crew","NA","initials of people involved in the sampling","figshareUnits.20200812"
"FISH_SAMPLES","gear","NA","gear abbreviation, AN=angling, BE=boat electrofishing, FN=fyke net, GP=goPro camera (typically for SCUBA), MT=minnow trap, BS=beach seine, SN=seine net","originalDB.20160217"
"FISH_SAMPLES","sampleGroup","NA","group sample belongs to, i.e. purpose of sample - e.g. FallMarkRecap_2011","originalDB.20160217"
"FISH_SAMPLES","effort","NA","NA","originalDB.20160217"
"FISH_SAMPLES","effortUnits","NA","NA","originalDB.20160217"
"FISH_SAMPLES","distanceShocked","NA","NA","figshareUnits.20200812"
"FISH_SAMPLES","useCPUE","NA","NA","originalDB.20160217"
"FISH_SAMPLES","useSampleMarkRecap","NA","NA","originalDB.20160217"
"FISH_SAMPLES","comments","NA","NA","figshareUnits.20200812"
"FISH_SAMPLES","metadataID","NA","metadata associated with this sample: see METADATA","figshareUnits.20200812"
"FISH_YOY","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"FISH_YOY","siteID","NA","NA","FISH_YOY_siteID_add.20200820"
"FISH_YOY","siteID","NA","transect site","figshareUnits.20200812"
"FISH_YOY","sampleID","NA","unique string for each sampling event","figshareUnits.20200812"
"FISH_YOY","fishID","NA","unique fish identifier (multiple fish can be caught within one sampling event)","figshareUnits.20200812"
"FISH_YOY","fishNum","NA","integer identifier of a fish within a sampleID","figshareUnits.20200812"
"FISH_YOY","species","NA","NA","zieglerYOYmortality_20190125"
"FISH_YOY","YOY","NA","binary","zieglerYOYmortality_20190125"
"FISH_YOY","plus1","NA","binary","zieglerYOYmortality_20190125"
"FISH_YOY","fishLengthMin","mm","numeric, estimated size","zieglerYOYmortality_20190125"
"FISH_YOY","fishLengthMax","mm","numeric, estimated size","zieglerYOYmortality_20190125"
"FISH_YOY","comments","NA","NA","zieglerYOYmortality_20190125"
"FISH_YOY","metadataID","NA","MetadataID corresponding to the FISH_YOY sampling protocol. Note that for fish samples, we have decided not to distinguish between metadataID's for samples vs. data, so this metadataID is extracted straight from the sampleID.","FISH_YOY_YOYSurv.fix.20201106"
"FLIGHTS","projectID","NA","project associated with this flight, see PROJECTS","units_20201012"
"FLIGHTS","flightID","NA","unique string for each flight day","units_20201012"
"FLIGHTS","dateSample","NA","NA","units_20201012"
"FLIGHTS","dateTimeSample","NA","dateTime of first lake observed","units_20201012"
"FLIGHTS","boatCount","NA","total number of boats counted during flight","units_20201012"
"FLIGHTS","lakeCount","NA","total number of lakes counted during flight","units_20201012"
"FLIGHTS","crew","NA","NA","units_20201012"
"FLIGHTS","comments","NA","NA","units_20201012"
"FLIGHTS","metadataID","NA","metadataID associated with this flight, see METADATA","units_20201012"
"FLIGHTS","updateID","NA","NA","units_20201012"
"FLIGHTS_SAMPLES","projectID","NA","project associated with this flight, see PROJECTS","units_20201012"
"FLIGHTS_SAMPLES","siteID","NA","NA","units_20201012"
"FLIGHTS_SAMPLES","flightID","NA","unique string for each flight day","units_20201012"
"FLIGHTS_SAMPLES","sampleID","NA","unique string for each lake per flight","units_20201012"
"FLIGHTS_SAMPLES","lakeID","NA","NA","units_20201012"
"FLIGHTS_SAMPLES","boatCount","NA","total number of boats counted per lake","units_20201012"
"FLIGHTS_SAMPLES","updateID","NA","NA","units_20201012"
"FLIGHTS_INFO","projectID","NA","project associated with this flight, see PROJECTS","units_20201012"
"FLIGHTS_INFO","sampleID","NA","unique string for each lake per flight","units_20201012"
"FLIGHTS_INFO","boatID","NA","unique string for each boat within a lake","units_20201012"
"FLIGHTS_INFO","boatNum","NA","numeric","units_20201012"
"FLIGHTS_INFO","vesselType","NA","factor, gas motor, electric, kayak, etc","units_20201012"
"FLIGHTS_INFO","fishing","NA","binary","units_20201012"
"FLIGHTS_INFO","moving","NA","binary","units_20201012"
"FLIGHTS_INFO","updateID","NA","NA","units_20201012"
"GC","projectID","NA","Project affiliated with this sample;see PROJECTS","figshareUnits.20200812"
"GC","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"GC","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"GC","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"GC","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"GC","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"GC","depthClass","NA","NA","originalDB.20160217"
"GC","depthTop","m","first or only depth","figshareUnits.20200812"
"GC","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"GC","subsampleClass","NA","NA","originalDB.20160217"
"GC","subsampleDateTime","NA","NA","originalDB.20160217"
"GC","runID","NA","NA","originalDB.20160217"
"GC","runDate","MM/DD/YYYY","date sample was run in the GC","figshareUnits.20200812"
"GC","replicate","NA","NA","originalDB.20160217"
"GC","metadataID","NA","metadata associated with this sample; see METADATA","figshareUnits.20200812"
"GC","runName","NA","NA","originalDB.20160217"
"GC","comments","NA","NA","originalDB.20160217"
"GC","CH4PeakArea","NA","NA","originalDB.20160217"
"GC","CO2PeakArea","NA","NA","originalDB.20160217"
"GC","CH4ppm","ppm","NA","originalDB.20160217"
"GC","CO2ppm","ppm","NA","originalDB.20160217"
"GC","CH4_uM","umol/L","NA","originalDB.20160217"
"GC","CO2_uM","umol/L","NA","originalDB.20160217"
"ISOTOPE_BATCHES","batchID","NA","year in ID refers to sample year, not year when run","originalDB.20160217"
"ISOTOPE_BATCHES","Isotope Lab","NA","lab where samples were analyzed","figshareUnits.20200812"
"ISOTOPE_BATCHES","dateSent","YYYY-MM-DD","date samples sent to lab","figshareUnits.20200812"
"ISOTOPE_BATCHES","dateReceived","YYYY-MM-DD","date samples received from lab or date samples run at CEST","figshareUnits.20200812"
"ISOTOPE_BATCHES","sampleDescription","NA","NA","originalDB.20160217"
"ISOTOPE_BATCHES","instrument","NA","instrument used for analysis","figshareUnits.20200812"
"ISOTOPE_BATCHES","CEST_User","NA","person who ran samples at CEST","originalDB.20160217"
"ISOTOPE_RESULTS","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_RESULTS","sampleWt","mg","weight of sample (mg)","originalDB.20160217"
"ISOTOPE_RESULTS","d13C","per mil","per mil vs VPDB","originalDB.20160217"
"ISOTOPE_RESULTS","d15N","per mil","per mil vs Air-N2","originalDB.20160217"
"ISOTOPE_RESULTS","d2H","per mil","per mil","originalDB.20160217"
"ISOTOPE_RESULTS","d18O","per mil","per mil","originalDB.20160217"
"ISOTOPE_RESULTS","percentC","percent","%N in sample","originalDB.20160217"
"ISOTOPE_RESULTS","percentN","percent","%C in sample","originalDB.20160217"
"ISOTOPE_RESULTS","percentH","percent","%H in sample","originalDB.20160217"
"ISOTOPE_RESULTS","dateRun","YYYY-MM-DD","date sample was run","figshareUnits.20200812"
"ISOTOPE_RESULTS","lab","NA","lab where samples were analyzed","originalDB.20160217"
"ISOTOPE_RESULTS","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_RESULTS","metadataID","NA","metadata associated with this sample; see METADATA","figshareUnits.20200812"
"ISOTOPE_RESULTS","comments","NA","NA","originalDB.20160217"
"ISOTOPE_RESULTS","flag","NA","1=questionable data (see comments), 0=good","originalDB.20160217"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","taxa","NA","most specific taxon id","figshareUnits.20200812"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_BENTHIC_INVERTS","metadataID","NA","metadata associated with this sample; see METADATA","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_DIC","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_DIC","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_DIC","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_DIC","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_FISH","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_FISH","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_FISH","fishID","NA","unique fish identifier (multiple fish can be caught within one sampling event)","figshareUnits.20200812"
"ISOTOPE_SAMPLES_FISH","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_FISH","species","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_FISH","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_FISH","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_METHANE","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_METHANE","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_METHANE","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_METHANE","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_METHANE","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_PERIPHYTON","source","NA","tile, wood, sediment, etc.","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_PERIPHYTON","metadataID","NA","metadata associated with this sample; see METADATA","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_POC","filterVol","mL","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","sampleType","NA","filter or particulate","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","sampleAmount","mg or filter fraction","portion of filter run or weight of sample","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_POC","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_WATER","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_WATER","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_WATER","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_WATER","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_WATER","comments","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_ZOOPS","projectID","NA","Project affiliated with this data; see PROJECTS","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","sampleID","NA","unique string for each sampling event; see SAMPLES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","isotopeID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_ZOOPS","lakeID","NA","lake where the sample was taken; see LAKES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","siteName","NA","site where the sample was taken; see SITES","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","dateSample","YYYY-MM-DD","date when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","dateTimeSample","YYYY-MM-DD hh:mm:ss","date and time when the sample was taken","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","depthClass","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_ZOOPS","depthTop","m","first or only depth","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","depthBottom","m","last depth if multiple depths combined. Same as depthTop for point samples","figshareUnits.20200812"
"ISOTOPE_SAMPLES_ZOOPS","batchID","NA","NA","originalDB.20160217"
"ISOTOPE_SAMPLES_ZOOPS","comments","NA","NA","originalDB.20160217"
"LAKE_BATHYMETRY","lakeID","NA","lake where bathymetry was measured; see LAKES","figshareUnits.20200812"
"LAKE_BATHYMETRY","lakeName","NA","name of the lake where bathymetry was taken; see LAKES","figshareUnits.20200812"
"LAKE_BATHYMETRY","depth_m","m","NA","figshareUnits.20200812"
"LAKE_BATHYMETRY","area_m2","m2","2D lake area","originalDB.20160217"
"LAKE_BATHYMETRY","sedimentArea3D_m2","m2","3D surface area of lake bottom","originalDB.20160217"
"LAKE_BATHYMETRY","layerVolume_m3","m3","volume of each layer","originalDB.20160217"
"LAKE_BATHYMETRY","volumeToBottom_m3","m3","volume from each depth to bottom of lake","originalDB.20160217"
"LAKE_BATHYMETRY","volumeToBottom3D_m3","m3","volume from depth to bottom - 3D Analyst","originalDB.20160217"
"LAKE_BATHYMETRY","source","NA","data source","originalDB.20160217"
