"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","temp","DOmgL","DOsat","SpC","pH","ORP","PAR","metadataID","comments","updateID"
17,"PE_DeepHole_20200617_1038_point_5_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",5,5,5.6,3.5,27.2,15,5.84,284,11.67,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_5.5_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",5.5,5.5,5.2,1.24,9.4,15,5.69,285,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_6_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",6,6,4.8,0.78,5.8,14.6,5.55,288.4,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_6.5_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",6.5,6.5,4.6,0.65,4.9,14.9,5.59,284.5,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_7_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",7,7,4.5,0.6,4.5,16.2,5.61,282,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_7.5_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",7.5,7.5,4.4,0.58,4.5,24.8,5.68,274.5,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_8_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",8,8,4.4,0.55,4.4,25.8,5.78,266.8,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_9_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",9,9,4.3,0.57,4.5,29.6,5.83,112.2,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_10_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",10,10,4.4,0.56,4.1,33,5.9,80.6,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_11_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",11,11,4.4,0.54,4.1,37.1,5.92,71.9,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_12_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",12,12,4.4,0.54,4,42.1,5.97,63.3,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_13_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",13,13,4.4,0.52,3.9,46.7,6.01,57.2,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_14_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",14,14,4.4,0.52,4.1,48.5,6.02,54.1,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_15_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",15,15,4.5,0.53,3.9,52.3,6.06,47.5,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_16_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",16,16,4.5,0.5,4,53.3,6.09,40,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
17,"PE_DeepHole_20200617_1038_point_17_Limno.Sample.20160505","PE","DeepHole","6/17/2020","6/17/2020 10:38","point",17,17,4.5,0.5,3.9,54.4,6.13,36.8,NA,"Limno.Sample.20160505","Deck PAR at 1256.2",NA
15,"MO_DeepHole_20200622_0905_point_0_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",0,0,22.3,7.91,91,84.8,7.51,228,391.3,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_0.25_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",0.25,0.25,NA,NA,NA,NA,NA,NA,182.32,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_0.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",0.5,0.5,22.3,7.68,88,84.9,7.55,233.4,77.58,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_0.75_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",0.75,0.75,NA,NA,NA,NA,NA,NA,39.05,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_1_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",1,1,21,6.19,69.1,85.2,7.39,244.1,21.07,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_1.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",1.5,1.5,18.8,7.11,76.1,83.2,7.21,257.8,8.08,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_2_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",2,2,14.7,7.1,70.2,83.5,7.01,270.2,3.04,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_2.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",2.5,2.5,11.4,3.55,32.8,86.3,6.84,278.9,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_3_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",3,3,8.8,1.7,14.5,97.4,6.79,280.6,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_3.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",3.5,3.5,7.2,1.44,11.9,114.2,6.75,244.4,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_4_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",4,4,6.6,1.28,10.2,138.1,6.7,200.4,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_4.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",4.5,4.5,6,1.23,9.8,150.8,6.71,47.3,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",5,5,5.9,1.1,8.9,155.2,6.76,7,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_5.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",5.5,5.5,5.5,1.09,8.7,163.3,6.78,-10.1,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_6_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",6,6,5.4,1.02,7.8,168.3,6.86,-27.4,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_6.5_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",6.5,6.5,5.3,0.97,7.7,171.6,6.88,-32,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
15,"MO_DeepHole_20200622_0905_point_7_Limno.Sample.20160505","MO","DeepHole","6/22/2020","6/22/2020 9:05","point",7,7,5.2,0.9,7.1,210,6.88,-56.6,NA,"Limno.Sample.20160505","Deck PAR 648.7",NA
3,"FE_DeepHole_20200623_1125_point_0_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",0,0,21.4,7.4,83.8,12.4,5.23,223,131.41,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_0.25_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",0.25,0.25,NA,NA,NA,NA,NA,NA,45,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_0.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",0.5,0.5,21.4,7.37,83.1,12.5,5.35,221.3,15.32,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_0.75_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",0.75,0.75,NA,NA,NA,NA,NA,NA,8.52,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_1_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",1,1,21.1,7.06,79.4,12.6,5.45,223.3,4.02,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_1.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",1.5,1.5,19.2,6.38,69.4,13,5.13,245.6,1.38,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_2_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",2,2,16.7,5.87,60,13.3,5.07,252,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_2.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",2.5,2.5,13.1,6.01,56.6,13.6,5.11,253.7,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_3_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",3,3,9.4,2.4,20.1,15.2,4.93,262.8,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_3.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",3.5,3.5,6.6,1.46,11.3,15.7,4.95,262.1,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_4_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",4,4,6.4,1.29,10,15.9,4.95,262.6,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_4.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",4.5,4.5,4.9,1.37,10.6,16.2,4.95,263.5,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",5,5,4.5,1.58,12.1,16.6,4.91,265.3,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_5.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",5.5,5.5,4.3,1.21,9.1,16.8,4.92,264,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_6_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",6,6,4.2,1.05,8,16.8,4.99,260.8,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_6.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",6.5,6.5,4.2,0.97,7.3,17.9,5.03,258.1,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_7_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",7,7,4.2,0.9,6.9,18.7,5.09,255.9,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_7.5_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",7.5,7.5,4.2,0.87,6.6,19.1,5.14,240.5,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_8_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",8,8,4.2,0.85,6.4,19.4,5.17,222.5,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_9_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",9,9,4.2,0.83,6.3,20.9,5.26,183.7,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_10_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",10,10,4.3,0.79,6,22.4,5.31,151.1,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_11_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",11,11,4.3,0.76,5.8,23,5.38,130.7,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_12_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",12,12,4.3,0.74,5.6,23.3,5.41,119.8,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_13_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",13,13,4.4,0.73,5.6,24.9,5.44,111,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"FE_DeepHole_20200623_1125_point_14_Limno.Sample.20160505","FE","DeepHole","6/23/2020","6/23/2020 11:25","point",14,14,4.4,0.7,5.6,27.8,5.48,102.4,NA,"Limno.Sample.20160505","Deck PAR 259.7",NA
3,"WL_DeepHole_20200623_0945_point_0_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",0,0,21.8,7.49,85.2,11.9,6.65,201.2,68.4,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_0.25_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",0.25,0.25,NA,NA,NA,NA,NA,NA,41.92,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_0.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",0.5,0.5,21.9,7.59,86.8,11.8,6.41,20.1,27.15,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_0.75_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",0.75,0.75,NA,NA,NA,NA,NA,NA,23.55,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_1_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",1,1,21.9,7.55,86.3,11.8,6.24,230.2,17.17,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_1.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",1.5,1.5,21.9,7.65,86.9,11.9,6.05,237.6,10.14,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_2_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",2,2,18.5,7.98,85.1,12.2,5.98,245.6,6.49,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_2.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",2.5,2.5,15.2,9.73,97,12.1,5.75,259.7,3.43,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_3_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",3,3,12.1,9.9,92.2,12.4,5.43,282.3,2.01,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_3.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",3.5,3.5,9.3,7.57,65.8,12.9,5.22,291.6,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_4_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",4,4,7.5,3.25,26.9,13.7,5.07,295.2,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_4.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",4.5,4.5,6.5,1.32,10.4,14.1,5.03,294.3,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",5,5,5.7,1.18,9.5,15.3,5.05,287.5,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_5.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",5.5,5.5,5.3,1.09,8.8,17,5.12,250.8,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_6_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",6,6,5,1.08,8.4,17.5,5.14,244.6,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_6.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",6.5,6.5,5,1.05,8.2,18,5.15,201.3,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_7_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",7,7,4.8,1.04,8.1,18.3,5.2,144.6,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_7.5_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",7.5,7.5,4.7,1,7.7,18.5,5.24,114.7,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_8_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",8,8,4.7,0.99,7.6,18.5,5.26,106.7,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_9_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",9,9,4.7,0.97,7.6,18.7,5.27,98.6,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_10_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",10,10,4.6,0.98,7.3,19,5.3,91.5,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_11_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",11,11,4.6,0.96,7.4,19.2,5.32,91.5,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_12_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",12,12,4.6,0.93,7.1,19.4,5.33,87.4,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_13_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",13,13,4.6,0.91,7,19.7,5.38,79.8,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
3,"WL_DeepHole_20200623_0945_point_14_Limno.Sample.20160505","WL","DeepHole","6/23/2020","6/23/2020 9:45","point",14,14,4.6,0.89,6.9,20,5.4,78.1,NA,"Limno.Sample.20160505","deck PAR 127.5",NA
15,"HB_DeepHole_20200624_1053_point_0_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",0,0,19.6,5.89,64,18,4.33,331.9,235.6,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_0.25_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",0.25,0.25,NA,NA,NA,NA,NA,NA,70.31,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_0.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",0.5,0.5,19.6,5.71,62.2,18,4.37,337.5,15.84,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_0.75_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",0.75,0.75,NA,NA,NA,NA,NA,NA,5.92,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_1_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",1,1,16.2,2.01,19.9,18.9,4.31,339.5,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_1.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",1.5,1.5,11.2,1.32,11.8,19.8,4.27,342.9,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_2_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",2,2,8,1.33,11,19.2,4.4,338.3,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_2.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",2.5,2.5,6.2,1.48,11.7,19.6,4.59,329.4,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_3_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",3,3,5.2,1.35,10.6,19.9,4.77,240.4,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_3.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",3.5,3.5,4.6,1.21,9.5,21.1,4.91,174.5,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_4_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",4,4,4.5,1.15,8.9,22.9,5.05,150.3,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_4.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",4.5,4.5,4.4,1.07,8.6,23,5.08,137.4,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",5,5,4.4,1.04,7.8,24.7,5.16,127.8,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_5.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",5.5,5.5,4.3,0.98,7.6,25.1,5.13,125.8,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_6_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",6,6,4.3,0.97,7.3,26,5.14,98.8,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_6.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",6.5,6.5,4.4,0.95,7,27.6,5.18,117.5,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_7_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",7,7,4.4,0.9,6.9,29.7,5.22,113.7,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
15,"HB_DeepHole_20200624_1053_point_7.5_Limno.Sample.20160505","HB","DeepHole","6/24/2020","6/24/2020 10:53","point",7.5,7.5,4.5,0.89,6.9,43.2,5.43,95.7,NA,"Limno.Sample.20160505","Deck PAR 480.4 and staff underwater height estimated",NA
17,"ME_DeepHole_20200624_0852_point_0_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",0,0,20.6,7.21,80.6,12,5.94,249.1,321.1,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_0.25_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",0.25,0.25,NA,NA,NA,NA,NA,NA,224.3,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_0.5_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",0.5,0.5,20.6,7.2,80.2,12,5.63,257,123.3,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_0.75_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",0.75,0.75,NA,NA,NA,NA,NA,NA,92.31,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_1_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",1,1,20.6,7.22,80.4,12,5.59,262.8,60.66,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_1.5_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",1.5,1.5,20.5,7.14,79,12,5.57,264.3,31.49,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_2_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",2,2,16.9,6.48,66.9,12.7,5.2,284.7,10.02,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_2.5_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",2.5,2.5,12.9,5.28,48.6,13.9,4.9,295.7,4.54,"Limno.Sample.20160505","Deck PAR 561.3",NA
17,"ME_DeepHole_20200624_0852_point_3_Limno.Sample.20160505","ME","DeepHole","6/24/2020","6/24/2020 8:52","point",3,3,9.5,2.11,17.6,15.1,4.86,300.2,NA,"Limno.Sample.20160505","Deck PAR 561.3",NA
